dataset,node,epsilon,min_samples,id,precision,recall,fscore
BGP_testbed_3,leaf3,2.0,32,893,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,32,894,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,32,895,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,32,896,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,32,897,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,32,898,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,32,899,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,32,900,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,32,901,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,34,902,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,2.0,34,903,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,34,904,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,2.0,34,905,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf6,2.0,34,906,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,34,907,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf8,2.0,34,908,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,34,909,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,34,910,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,34,911,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,34,912,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,34,913,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf2,2.0,34,914,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,34,915,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,34,916,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,34,917,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,34,918,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,34,919,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,34,920,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,34,921,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,34,922,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,34,923,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,36,924,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,2.0,36,925,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,36,926,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,2.0,36,927,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,36,928,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,36,929,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf8,2.0,36,930,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,36,931,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,36,932,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,36,933,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,36,934,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,36,935,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf2,2.0,36,936,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,36,937,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,36,938,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,36,939,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,36,940,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,36,941,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,36,942,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,36,943,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,36,944,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,36,945,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,38,946,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,2.0,38,947,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,38,948,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,2.0,38,949,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,38,950,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,38,951,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf8,2.0,38,952,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,38,953,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,38,954,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,38,955,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,38,956,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,38,957,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf2,2.0,38,958,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,38,959,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,38,960,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,38,961,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,38,962,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,38,963,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,38,964,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,38,965,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,38,966,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,38,967,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,40,968,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,2.0,40,969,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,40,970,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,2.0,40,971,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,40,972,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,40,973,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf8,2.0,40,974,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,40,975,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,40,976,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,40,977,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,40,978,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,40,979,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf2,2.0,40,980,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,40,981,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,40,982,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,40,983,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,40,984,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,40,985,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,40,986,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,40,987,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,40,988,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,40,989,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,42,990,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,2.0,42,991,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,42,992,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,2.0,42,993,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,42,994,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,42,995,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,2.0,42,996,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,42,997,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,42,998,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,42,999,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,42,1000,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,42,1001,0.11,1.0,0.13381995133819952
BGP_testbed_3,leaf2,2.0,42,1002,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,42,1003,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,42,1004,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,42,1005,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,42,1006,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,42,1007,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,42,1008,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,42,1009,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,42,1010,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,42,1011,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,44,1012,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,2.0,44,1013,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,44,1014,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf5,2.0,44,1015,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,44,1016,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,44,1017,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,2.0,44,1018,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,44,1019,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,44,1020,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,44,1021,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,44,1022,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,44,1023,0.1,1.0,0.12195121951219513
BGP_testbed_3,leaf2,2.0,44,1024,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,44,1025,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,44,1026,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,44,1027,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,44,1028,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,44,1029,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,44,1030,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,44,1031,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,44,1032,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,44,1033,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,46,1034,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,2.0,46,1035,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,46,1036,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf5,2.0,46,1037,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,46,1038,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,46,1039,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,2.0,46,1040,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,46,1041,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,46,1042,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,46,1043,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,46,1044,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,46,1045,0.1,1.0,0.12195121951219513
BGP_testbed_3,leaf2,2.0,46,1046,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,46,1047,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,46,1048,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,46,1049,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,46,1050,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,46,1051,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,46,1052,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,46,1053,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,46,1054,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,46,1055,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,48,1056,0.05,1.0,0.0617283950617284
BGP_testbed_2,leaf2,2.0,48,1057,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,48,1058,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf5,2.0,48,1059,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,48,1060,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,48,1061,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,2.0,48,1062,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,48,1063,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,48,1064,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,48,1065,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,48,1066,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,48,1067,0.1,1.0,0.12195121951219513
BGP_testbed_3,leaf2,2.0,48,1068,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,48,1069,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,48,1070,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,48,1071,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,48,1072,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,48,1073,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,48,1074,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,48,1075,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,48,1076,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,48,1077,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,2.0,50,1078,0.05,1.0,0.0617283950617284
BGP_testbed_2,leaf2,2.0,50,1079,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,2.0,50,1080,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf5,2.0,50,1081,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf6,2.0,50,1082,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,2.0,50,1083,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,2.0,50,1084,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,2.0,50,1085,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,2.0,50,1086,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,2.0,50,1087,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,2.0,50,1088,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,2.0,50,1089,0.07,1.0,0.085995085995086
BGP_testbed_3,leaf2,2.0,50,1090,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,2.0,50,1091,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf5,2.0,50,1092,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,2.0,50,1093,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,2.0,50,1094,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,2.0,50,1095,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,2.0,50,1096,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,2.0,50,1097,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine3,2.0,50,1098,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,2.0,50,1099,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,3.0,2,1100,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf2,3.0,2,1101,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,2,1102,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf5,3.0,2,1103,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,2,1104,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,2,1105,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,2,1106,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine1,3.0,2,1107,0.86,0.86,0.86
BGP_testbed_2,spine2,3.0,2,1108,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine3,3.0,2,1109,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,2,1110,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,2,1111,1.0,0.75,0.9375
BGP_testbed_3,leaf2,3.0,2,1112,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,2,1113,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,2,1114,1.0,1.0,1.0
BGP_testbed_3,leaf6,3.0,2,1115,1.0,1.0,1.0
BGP_testbed_3,leaf7,3.0,2,1116,1.0,1.0,1.0
BGP_testbed_3,leaf8,3.0,2,1117,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,3.0,2,1118,1.0,1.0,1.0
BGP_testbed_3,spine2,3.0,2,1119,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,3.0,2,1120,1.0,1.0,1.0
BGP_testbed_3,spine4,3.0,2,1121,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,3.0,4,1122,1.0,1.0,1.0
BGP_testbed_2,leaf2,3.0,4,1123,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,4,1124,1.0,1.0,1.0
BGP_testbed_2,leaf5,3.0,4,1125,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,4,1126,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,4,1127,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,4,1128,1.0,1.0,1.0
BGP_testbed_2,spine1,3.0,4,1129,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,3.0,4,1130,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,3.0,4,1131,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,4,1132,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,4,1133,1.0,0.75,0.9375
BGP_testbed_3,leaf2,3.0,4,1134,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,4,1135,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,4,1136,1.0,1.0,1.0
BGP_testbed_3,leaf6,3.0,4,1137,1.0,1.0,1.0
BGP_testbed_3,leaf7,3.0,4,1138,1.0,1.0,1.0
BGP_testbed_3,leaf8,3.0,4,1139,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,3.0,4,1140,1.0,1.0,1.0
BGP_testbed_3,spine2,3.0,4,1141,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,3.0,4,1142,1.0,1.0,1.0
BGP_testbed_3,spine4,3.0,4,1143,1.0,1.0,1.0
BGP_testbed_2,leaf1,3.0,6,1144,1.0,1.0,1.0
BGP_testbed_2,leaf2,3.0,6,1145,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,6,1146,1.0,1.0,1.0
BGP_testbed_2,leaf5,3.0,6,1147,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,6,1148,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,6,1149,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,6,1150,1.0,1.0,1.0
BGP_testbed_2,spine1,3.0,6,1151,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,3.0,6,1152,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,3.0,6,1153,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,6,1154,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,6,1155,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf2,3.0,6,1156,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,6,1157,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,6,1158,1.0,1.0,1.0
BGP_testbed_3,leaf6,3.0,6,1159,1.0,1.0,1.0
BGP_testbed_3,leaf7,3.0,6,1160,1.0,1.0,1.0
BGP_testbed_3,leaf8,3.0,6,1161,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,3.0,6,1162,1.0,1.0,1.0
BGP_testbed_3,spine2,3.0,6,1163,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,3.0,6,1164,1.0,1.0,1.0
BGP_testbed_3,spine4,3.0,6,1165,1.0,1.0,1.0
BGP_testbed_2,leaf1,3.0,8,1166,0.7,1.0,0.7446808510638298
BGP_testbed_2,leaf2,3.0,8,1167,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,8,1168,1.0,1.0,1.0
BGP_testbed_2,leaf5,3.0,8,1169,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,8,1170,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,8,1171,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,8,1172,1.0,1.0,1.0
BGP_testbed_2,spine1,3.0,8,1173,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,3.0,8,1174,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,3.0,8,1175,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,8,1176,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,8,1177,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf2,3.0,8,1178,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,8,1179,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,8,1180,1.0,1.0,1.0
BGP_testbed_3,leaf6,3.0,8,1181,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf7,3.0,8,1182,1.0,1.0,1.0
BGP_testbed_3,leaf8,3.0,8,1183,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,3.0,8,1184,1.0,1.0,1.0
BGP_testbed_3,spine2,3.0,8,1185,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,3.0,8,1186,1.0,1.0,1.0
BGP_testbed_3,spine4,3.0,8,1187,1.0,1.0,1.0
BGP_testbed_2,leaf1,3.0,10,1188,0.7,1.0,0.7446808510638298
BGP_testbed_2,leaf2,3.0,10,1189,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,10,1190,1.0,1.0,1.0
BGP_testbed_2,leaf5,3.0,10,1191,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,10,1192,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,10,1193,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,10,1194,1.0,1.0,1.0
BGP_testbed_2,spine1,3.0,10,1195,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,3.0,10,1196,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,3.0,10,1197,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,10,1198,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,10,1199,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf2,3.0,10,1200,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,10,1201,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,10,1202,1.0,1.0,1.0
BGP_testbed_3,leaf6,3.0,10,1203,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf7,3.0,10,1204,1.0,1.0,1.0
BGP_testbed_3,leaf8,3.0,10,1205,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,3.0,10,1206,1.0,1.0,1.0
BGP_testbed_3,spine2,3.0,10,1207,0.73,1.0,0.7716701902748413
BGP_testbed_3,spine3,3.0,10,1208,1.0,1.0,1.0
BGP_testbed_3,spine4,3.0,10,1209,1.0,1.0,1.0
BGP_testbed_2,leaf1,3.0,12,1210,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,3.0,12,1211,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,12,1212,1.0,1.0,1.0
BGP_testbed_2,leaf5,3.0,12,1213,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,12,1214,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,12,1215,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,12,1216,1.0,1.0,1.0
BGP_testbed_2,spine1,3.0,12,1217,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,3.0,12,1218,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,3.0,12,1219,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,12,1220,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,12,1221,0.88,0.88,0.88
BGP_testbed_3,leaf2,3.0,12,1222,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,12,1223,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,12,1224,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf6,3.0,12,1225,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf7,3.0,12,1226,1.0,1.0,1.0
BGP_testbed_3,leaf8,3.0,12,1227,0.73,1.0,0.7716701902748413
BGP_testbed_3,spine1,3.0,12,1228,1.0,1.0,1.0
BGP_testbed_3,spine2,3.0,12,1229,0.73,1.0,0.7716701902748413
BGP_testbed_3,spine3,3.0,12,1230,1.0,1.0,1.0
BGP_testbed_3,spine4,3.0,12,1231,1.0,1.0,1.0
BGP_testbed_2,leaf1,3.0,14,1232,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,3.0,14,1233,1.0,1.0,1.0
BGP_testbed_2,leaf3,3.0,14,1234,1.0,1.0,1.0
BGP_testbed_2,leaf5,3.0,14,1235,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,3.0,14,1236,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,3.0,14,1237,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,3.0,14,1238,0.88,1.0,0.9016393442622952
BGP_testbed_2,spine1,3.0,14,1239,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,3.0,14,1240,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,3.0,14,1241,1.0,1.0,1.0
BGP_testbed_2,spine4,3.0,14,1242,1.0,1.0,1.0
BGP_testbed_3,leaf1,3.0,14,1243,0.7,0.88,0.7298578199052134
BGP_testbed_3,leaf2,3.0,14,1244,1.0,1.0,1.0
BGP_testbed_3,leaf3,3.0,14,1245,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,3.0,14,1246,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf6,3.0,14,1247,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf7,3.0,14,1248,1.0,1.0,1.0
