dataset,node,epsilon,min_samples,id,precision,recall,fscore
BGP_testbed_2,leaf2,10.0,26,5215,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,26,5216,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,26,5217,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,26,5218,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,26,5219,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,26,5220,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,26,5221,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,26,5222,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,26,5223,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,10.0,26,5224,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,26,5225,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,26,5226,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,26,5227,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,26,5228,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,26,5229,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,26,5230,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,26,5231,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10.0,26,5232,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,26,5233,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,26,5234,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,26,5235,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,28,5236,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,10.0,28,5237,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,28,5238,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,28,5239,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,28,5240,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,28,5241,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,28,5242,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,28,5243,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,28,5244,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,28,5245,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10.0,28,5246,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,28,5247,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,28,5248,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,28,5249,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,28,5250,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,28,5251,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,28,5252,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,28,5253,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10.0,28,5254,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,28,5255,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,28,5256,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,28,5257,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,30,5258,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,10.0,30,5259,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,30,5260,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,30,5261,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,30,5262,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,30,5263,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,30,5264,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,30,5265,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,30,5266,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,30,5267,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10.0,30,5268,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,30,5269,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,30,5270,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,30,5271,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,30,5272,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,30,5273,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,30,5274,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,30,5275,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10.0,30,5276,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,30,5277,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,30,5278,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,30,5279,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,32,5280,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,10.0,32,5281,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,32,5282,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,32,5283,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,32,5284,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,32,5285,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,32,5286,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,32,5287,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,32,5288,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,32,5289,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10.0,32,5290,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,32,5291,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,32,5292,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,32,5293,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,32,5294,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,32,5295,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,32,5296,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,32,5297,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10.0,32,5298,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,32,5299,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,32,5300,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,32,5301,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,34,5302,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,34,5303,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,34,5304,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,34,5305,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,34,5306,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,34,5307,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,34,5308,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,34,5309,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,34,5310,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,34,5311,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,34,5312,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,34,5313,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,34,5314,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,34,5315,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,34,5316,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,34,5317,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,34,5318,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,34,5319,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10.0,34,5320,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,34,5321,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,34,5322,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,34,5323,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,36,5324,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,36,5325,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,36,5326,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,36,5327,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,36,5328,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,36,5329,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,36,5330,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,36,5331,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,36,5332,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,36,5333,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,36,5334,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,36,5335,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,36,5336,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,36,5337,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,36,5338,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,36,5339,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,36,5340,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,36,5341,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,36,5342,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,36,5343,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,36,5344,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,36,5345,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,38,5346,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,38,5347,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,38,5348,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,38,5349,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,38,5350,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,38,5351,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,38,5352,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,38,5353,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,38,5354,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,38,5355,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,38,5356,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,38,5357,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,38,5358,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,38,5359,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,38,5360,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,38,5361,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,38,5362,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,38,5363,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,38,5364,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,38,5365,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,38,5366,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,38,5367,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,40,5368,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,40,5369,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,40,5370,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,40,5371,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,40,5372,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,40,5373,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,40,5374,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,40,5375,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,40,5376,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,40,5377,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,40,5378,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,40,5379,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,40,5380,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,40,5381,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,40,5382,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,40,5383,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,40,5384,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,40,5385,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,40,5386,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,40,5387,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,40,5388,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,40,5389,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,42,5390,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,42,5391,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,42,5392,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,42,5393,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,42,5394,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,42,5395,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,42,5396,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,42,5397,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,42,5398,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,42,5399,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,42,5400,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,42,5401,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,42,5402,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,42,5403,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,42,5404,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,42,5405,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,42,5406,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,42,5407,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,42,5408,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,42,5409,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,42,5410,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,42,5411,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,44,5412,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,44,5413,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,44,5414,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,44,5415,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,44,5416,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,44,5417,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,44,5418,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,44,5419,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,44,5420,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,44,5421,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,44,5422,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,44,5423,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,44,5424,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,44,5425,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,44,5426,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,44,5427,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,44,5428,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,44,5429,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,44,5430,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,44,5431,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,44,5432,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,44,5433,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,46,5434,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,46,5435,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,46,5436,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,46,5437,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,46,5438,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,46,5439,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,46,5440,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,46,5441,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,46,5442,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,46,5443,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,46,5444,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,46,5445,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,46,5446,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,46,5447,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,46,5448,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,46,5449,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,46,5450,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,46,5451,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,46,5452,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,46,5453,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,46,5454,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,46,5455,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,48,5456,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,48,5457,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,48,5458,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,48,5459,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,48,5460,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,48,5461,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,48,5462,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,48,5463,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,48,5464,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,48,5465,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,48,5466,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,48,5467,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,48,5468,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,48,5469,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,48,5470,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,48,5471,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,48,5472,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,48,5473,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,48,5474,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,48,5475,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,48,5476,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,48,5477,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10.0,50,5478,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,10.0,50,5479,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10.0,50,5480,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10.0,50,5481,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,10.0,50,5482,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10.0,50,5483,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,10.0,50,5484,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10.0,50,5485,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10.0,50,5486,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,10.0,50,5487,1.0,1.0,1.0
BGP_testbed_2,spine4,10.0,50,5488,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10.0,50,5489,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf2,10.0,50,5490,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,10.0,50,5491,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10.0,50,5492,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10.0,50,5493,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10.0,50,5494,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10.0,50,5495,1.0,0.75,0.9375
BGP_testbed_3,spine1,10.0,50,5496,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,10.0,50,5497,1.0,0.75,0.9375
BGP_testbed_3,spine3,10.0,50,5498,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10.0,50,5499,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,11.0,2,5500,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,11.0,2,5501,,0.0,
BGP_testbed_2,leaf3,11.0,2,5502,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,11.0,2,5503,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,11.0,2,5504,,0.0,
BGP_testbed_2,leaf7,11.0,2,5505,,0.0,
BGP_testbed_2,leaf8,11.0,2,5506,,0.0,
BGP_testbed_2,spine1,11.0,2,5507,,0.0,
BGP_testbed_2,spine2,11.0,2,5508,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine3,11.0,2,5509,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine4,11.0,2,5510,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,11.0,2,5511,,0.0,
BGP_testbed_3,leaf2,11.0,2,5512,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,11.0,2,5513,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,11.0,2,5514,,0.0,
BGP_testbed_3,leaf6,11.0,2,5515,,0.0,
BGP_testbed_3,leaf7,11.0,2,5516,1.0,0.25,0.625
BGP_testbed_3,leaf8,11.0,2,5517,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine1,11.0,2,5518,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine2,11.0,2,5519,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine3,11.0,2,5520,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,11.0,2,5521,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,11.0,4,5522,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf2,11.0,4,5523,,0.0,
BGP_testbed_2,leaf3,11.0,4,5524,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,11.0,4,5525,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,11.0,4,5526,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,11.0,4,5527,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,11.0,4,5528,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine1,11.0,4,5529,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine2,11.0,4,5530,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine3,11.0,4,5531,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine4,11.0,4,5532,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,11.0,4,5533,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,11.0,4,5534,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,11.0,4,5535,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,11.0,4,5536,1.0,0.25,0.625
BGP_testbed_3,leaf6,11.0,4,5537,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf7,11.0,4,5538,1.0,0.25,0.625
BGP_testbed_3,leaf8,11.0,4,5539,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,11.0,4,5540,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine2,11.0,4,5541,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine3,11.0,4,5542,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,11.0,4,5543,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,11.0,6,5544,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf2,11.0,6,5545,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf3,11.0,6,5546,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf5,11.0,6,5547,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,11.0,6,5548,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,11.0,6,5549,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,11.0,6,5550,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine1,11.0,6,5551,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine2,11.0,6,5552,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine3,11.0,6,5553,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine4,11.0,6,5554,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,11.0,6,5555,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,11.0,6,5556,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,11.0,6,5557,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,11.0,6,5558,1.0,0.25,0.625
BGP_testbed_3,leaf6,11.0,6,5559,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf7,11.0,6,5560,1.0,0.25,0.625
BGP_testbed_3,leaf8,11.0,6,5561,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,11.0,6,5562,1.0,0.75,0.9375
BGP_testbed_3,spine2,11.0,6,5563,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine3,11.0,6,5564,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,11.0,6,5565,1.0,0.12,0.4054054054054054
