dataset,node,tree_size,contamination,id,precision,recall,fscore
BGP_testbed_3,spine2,45,0.091,7455,0.62,1.0,0.670995670995671
BGP_testbed_3,spine3,45,0.091,7456,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine4,45,0.091,7457,0.53,1.0,0.5849889624724063
BGP_testbed_2,leaf1,45,0.096,7458,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf2,45,0.096,7459,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf3,45,0.096,7460,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf5,45,0.096,7461,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf6,45,0.096,7462,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf7,45,0.096,7463,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf8,45,0.096,7464,0.35,1.0,0.40229885057471265
BGP_testbed_2,spine1,45,0.096,7465,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine2,45,0.096,7466,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine3,45,0.096,7467,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine4,45,0.096,7468,0.39,1.0,0.4441913439635536
BGP_testbed_3,leaf1,45,0.096,7469,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf2,45,0.096,7470,0.44,0.88,0.48888888888888893
BGP_testbed_3,leaf3,45,0.096,7471,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,45,0.096,7472,0.39,0.88,0.4388746803069054
BGP_testbed_3,leaf6,45,0.096,7473,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf7,45,0.096,7474,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf8,45,0.096,7475,0.57,1.0,0.62363238512035
BGP_testbed_3,spine1,45,0.096,7476,0.67,1.0,0.7173447537473233
BGP_testbed_3,spine2,45,0.096,7477,0.62,1.0,0.670995670995671
BGP_testbed_3,spine3,45,0.096,7478,0.39,0.88,0.4388746803069054
BGP_testbed_3,spine4,45,0.096,7479,0.53,1.0,0.5849889624724063
BGP_testbed_2,leaf1,45,0.101,7480,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,45,0.101,7481,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf3,45,0.101,7482,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf5,45,0.101,7483,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf6,45,0.101,7484,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf7,45,0.101,7485,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf8,45,0.101,7486,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine1,45,0.101,7487,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine2,45,0.101,7488,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine3,45,0.101,7489,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine4,45,0.101,7490,0.37,1.0,0.4233409610983982
BGP_testbed_3,leaf1,45,0.101,7491,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf2,45,0.101,7492,0.44,0.88,0.48888888888888893
BGP_testbed_3,leaf3,45,0.101,7493,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,45,0.101,7494,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf6,45,0.101,7495,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf7,45,0.101,7496,0.5,0.88,0.5472636815920399
BGP_testbed_3,leaf8,45,0.101,7497,0.57,1.0,0.62363238512035
BGP_testbed_3,spine1,45,0.101,7498,0.57,1.0,0.62363238512035
BGP_testbed_3,spine2,45,0.101,7499,0.67,1.0,0.7173447537473233
BGP_testbed_3,spine3,45,0.101,7500,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,45,0.101,7501,0.53,1.0,0.5849889624724063
BGP_testbed_2,leaf1,45,0.106,7502,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,45,0.106,7503,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf3,45,0.106,7504,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf5,45,0.106,7505,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf6,45,0.106,7506,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf7,45,0.106,7507,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf8,45,0.106,7508,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine1,45,0.106,7509,0.27,1.0,0.31615925058548017
BGP_testbed_2,spine2,45,0.106,7510,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine3,45,0.106,7511,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine4,45,0.106,7512,0.37,1.0,0.4233409610983982
BGP_testbed_3,leaf1,45,0.106,7513,0.54,0.88,0.5852216748768473
BGP_testbed_3,leaf2,45,0.106,7514,0.39,0.88,0.4388746803069054
BGP_testbed_3,leaf3,45,0.106,7515,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,45,0.106,7516,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf6,45,0.106,7517,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf7,45,0.106,7518,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf8,45,0.106,7519,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine1,45,0.106,7520,0.67,1.0,0.7173447537473233
BGP_testbed_3,spine2,45,0.106,7521,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine3,45,0.106,7522,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,45,0.106,7523,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf1,45,0.111,7524,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf2,45,0.111,7525,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf3,45,0.111,7526,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf5,45,0.111,7527,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf6,45,0.111,7528,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf7,45,0.111,7529,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf8,45,0.111,7530,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine1,45,0.111,7531,0.25,1.0,0.29411764705882354
BGP_testbed_2,spine2,45,0.111,7532,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine3,45,0.111,7533,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine4,45,0.111,7534,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf1,45,0.111,7535,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf2,45,0.111,7536,0.37,0.88,0.4185089974293059
BGP_testbed_3,leaf3,45,0.111,7537,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf5,45,0.111,7538,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf6,45,0.111,7539,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf7,45,0.111,7540,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf8,45,0.111,7541,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine1,45,0.111,7542,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine2,45,0.111,7543,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine3,45,0.111,7544,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine4,45,0.111,7545,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf1,45,0.116,7546,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,45,0.116,7547,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf3,45,0.116,7548,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf5,45,0.116,7549,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf6,45,0.116,7550,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf7,45,0.116,7551,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf8,45,0.116,7552,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine1,45,0.116,7553,0.27,1.0,0.31615925058548017
BGP_testbed_2,spine2,45,0.116,7554,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine3,45,0.116,7555,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine4,45,0.116,7556,0.32,1.0,0.37037037037037035
BGP_testbed_3,leaf1,45,0.116,7557,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf2,45,0.116,7558,0.35,0.88,0.3979328165374677
BGP_testbed_3,leaf3,45,0.116,7559,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf5,45,0.116,7560,0.35,0.88,0.3979328165374677
BGP_testbed_3,leaf6,45,0.116,7561,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf7,45,0.116,7562,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf8,45,0.116,7563,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine1,45,0.116,7564,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine2,45,0.116,7565,0.57,1.0,0.62363238512035
BGP_testbed_3,spine3,45,0.116,7566,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine4,45,0.116,7567,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf1,45,0.121,7568,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf2,45,0.121,7569,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf3,45,0.121,7570,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf5,45,0.121,7571,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf6,45,0.121,7572,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf7,45,0.121,7573,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf8,45,0.121,7574,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine1,45,0.121,7575,0.25,1.0,0.29411764705882354
BGP_testbed_2,spine2,45,0.121,7576,0.29,1.0,0.337995337995338
BGP_testbed_2,spine3,45,0.121,7577,0.29,1.0,0.337995337995338
BGP_testbed_2,spine4,45,0.121,7578,0.33,1.0,0.3810623556581986
BGP_testbed_3,leaf1,45,0.121,7579,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,45,0.121,7580,0.32,0.88,0.3666666666666667
BGP_testbed_3,leaf3,45,0.121,7581,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf5,45,0.121,7582,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf6,45,0.121,7583,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf7,45,0.121,7584,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf8,45,0.121,7585,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine1,45,0.121,7586,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine2,45,0.121,7587,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine3,45,0.121,7588,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine4,45,0.121,7589,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf1,45,0.126,7590,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf2,45,0.126,7591,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf3,45,0.126,7592,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf5,45,0.126,7593,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf6,45,0.126,7594,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf7,45,0.126,7595,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf8,45,0.126,7596,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine1,45,0.126,7597,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine2,45,0.126,7598,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine3,45,0.126,7599,0.22,1.0,0.26066350710900477
BGP_testbed_2,spine4,45,0.126,7600,0.29,1.0,0.337995337995338
BGP_testbed_3,leaf1,45,0.126,7601,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf2,45,0.126,7602,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf3,45,0.126,7603,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf5,45,0.126,7604,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf6,45,0.126,7605,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf7,45,0.126,7606,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf8,45,0.126,7607,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine1,45,0.126,7608,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine2,45,0.126,7609,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,45,0.126,7610,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine4,45,0.126,7611,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf1,45,0.131,7612,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf2,45,0.131,7613,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf3,45,0.131,7614,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf5,45,0.131,7615,0.23,1.0,0.2718676122931442
BGP_testbed_2,leaf6,45,0.131,7616,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf7,45,0.131,7617,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf8,45,0.131,7618,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine1,45,0.131,7619,0.25,1.0,0.29411764705882354
BGP_testbed_2,spine2,45,0.131,7620,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine3,45,0.131,7621,0.25,1.0,0.29411764705882354
BGP_testbed_2,spine4,45,0.131,7622,0.29,1.0,0.337995337995338
BGP_testbed_3,leaf1,45,0.131,7623,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf2,45,0.131,7624,0.33,0.88,0.37714285714285717
BGP_testbed_3,leaf3,45,0.131,7625,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf5,45,0.131,7626,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf6,45,0.131,7627,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf7,45,0.131,7628,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf8,45,0.131,7629,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine1,45,0.131,7630,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,45,0.131,7631,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine3,45,0.131,7632,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine4,45,0.131,7633,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf1,45,0.136,7634,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf2,45,0.136,7635,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf3,45,0.136,7636,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf5,45,0.136,7637,0.24,1.0,0.2830188679245283
BGP_testbed_2,leaf6,45,0.136,7638,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf7,45,0.136,7639,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf8,45,0.136,7640,0.24,1.0,0.2830188679245283
BGP_testbed_2,spine1,45,0.136,7641,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine2,45,0.136,7642,0.24,1.0,0.2830188679245283
BGP_testbed_2,spine3,45,0.136,7643,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine4,45,0.136,7644,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf1,45,0.136,7645,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf2,45,0.136,7646,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf3,45,0.136,7647,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf5,45,0.136,7648,0.33,1.0,0.3810623556581986
BGP_testbed_3,leaf6,45,0.136,7649,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf7,45,0.136,7650,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf8,45,0.136,7651,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine1,45,0.136,7652,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine2,45,0.136,7653,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine3,45,0.136,7654,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine4,45,0.136,7655,0.42,1.0,0.47511312217194573
BGP_testbed_2,leaf1,45,0.14100000000000001,7656,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf2,45,0.14100000000000001,7657,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf3,45,0.14100000000000001,7658,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf5,45,0.14100000000000001,7659,0.22,1.0,0.26066350710900477
BGP_testbed_2,leaf6,45,0.14100000000000001,7660,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf7,45,0.14100000000000001,7661,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf8,45,0.14100000000000001,7662,0.24,1.0,0.2830188679245283
BGP_testbed_2,spine1,45,0.14100000000000001,7663,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine2,45,0.14100000000000001,7664,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine3,45,0.14100000000000001,7665,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine4,45,0.14100000000000001,7666,0.32,1.0,0.37037037037037035
BGP_testbed_3,leaf1,45,0.14100000000000001,7667,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf2,45,0.14100000000000001,7668,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf3,45,0.14100000000000001,7669,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf5,45,0.14100000000000001,7670,0.33,1.0,0.3810623556581986
BGP_testbed_3,leaf6,45,0.14100000000000001,7671,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf7,45,0.14100000000000001,7672,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf8,45,0.14100000000000001,7673,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine1,45,0.14100000000000001,7674,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine2,45,0.14100000000000001,7675,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine3,45,0.14100000000000001,7676,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine4,45,0.14100000000000001,7677,0.4,1.0,0.45454545454545453
BGP_testbed_2,leaf1,45,0.146,7678,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf2,45,0.146,7679,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf3,45,0.146,7680,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf5,45,0.146,7681,0.23,1.0,0.2718676122931442
BGP_testbed_2,leaf6,45,0.146,7682,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf7,45,0.146,7683,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf8,45,0.146,7684,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine1,45,0.146,7685,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine2,45,0.146,7686,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine3,45,0.146,7687,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine4,45,0.146,7688,0.25,1.0,0.29411764705882354
BGP_testbed_3,leaf1,45,0.146,7689,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf2,45,0.146,7690,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf3,45,0.146,7691,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf5,45,0.146,7692,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf6,45,0.146,7693,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf7,45,0.146,7694,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf8,45,0.146,7695,0.35,1.0,0.40229885057471265
BGP_testbed_3,spine1,45,0.146,7696,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine2,45,0.146,7697,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine3,45,0.146,7698,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine4,45,0.146,7699,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf1,45,0.151,7700,0.24,1.0,0.2830188679245283
BGP_testbed_2,leaf2,45,0.151,7701,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf3,45,0.151,7702,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf5,45,0.151,7703,0.22,1.0,0.26066350710900477
BGP_testbed_2,leaf6,45,0.151,7704,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf7,45,0.151,7705,0.24,1.0,0.2830188679245283
BGP_testbed_2,leaf8,45,0.151,7706,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine1,45,0.151,7707,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine2,45,0.151,7708,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine3,45,0.151,7709,0.19,1.0,0.2267303102625298
BGP_testbed_2,spine4,45,0.151,7710,0.24,1.0,0.2830188679245283
BGP_testbed_3,leaf1,45,0.151,7711,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf2,45,0.151,7712,0.31,1.0,0.35962877030162416
BGP_testbed_3,leaf3,45,0.151,7713,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf5,45,0.151,7714,0.31,1.0,0.35962877030162416
BGP_testbed_3,leaf6,45,0.151,7715,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf7,45,0.151,7716,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf8,45,0.151,7717,0.33,1.0,0.3810623556581986
BGP_testbed_3,spine1,45,0.151,7718,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine2,45,0.151,7719,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine3,45,0.151,7720,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine4,45,0.151,7721,0.38,1.0,0.4337899543378995
BGP_testbed_2,leaf1,45,0.156,7722,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf2,45,0.156,7723,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf3,45,0.156,7724,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf5,45,0.156,7725,0.2,1.0,0.23809523809523808
BGP_testbed_2,leaf6,45,0.156,7726,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf7,45,0.156,7727,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf8,45,0.156,7728,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine1,45,0.156,7729,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine2,45,0.156,7730,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine3,45,0.156,7731,0.2,1.0,0.23809523809523808
BGP_testbed_2,spine4,45,0.156,7732,0.25,1.0,0.29411764705882354
BGP_testbed_3,leaf1,45,0.156,7733,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf2,45,0.156,7734,0.32,1.0,0.37037037037037035
BGP_testbed_3,leaf3,45,0.156,7735,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf5,45,0.156,7736,0.27,1.0,0.31615925058548017
BGP_testbed_3,leaf6,45,0.156,7737,0.36,1.0,0.4128440366972476
BGP_testbed_3,leaf7,45,0.156,7738,0.36,1.0,0.4128440366972476
BGP_testbed_3,leaf8,45,0.156,7739,0.33,1.0,0.3810623556581986
BGP_testbed_3,spine1,45,0.156,7740,0.33,1.0,0.3810623556581986
BGP_testbed_3,spine2,45,0.156,7741,0.35,1.0,0.40229885057471265
BGP_testbed_3,spine3,45,0.156,7742,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine4,45,0.156,7743,0.4,1.0,0.45454545454545453
BGP_testbed_2,leaf1,45,0.161,7744,0.23,1.0,0.2718676122931442
BGP_testbed_2,leaf2,45,0.161,7745,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf3,45,0.161,7746,0.25,1.0,0.29411764705882354
BGP_testbed_2,leaf5,45,0.161,7747,0.2,1.0,0.23809523809523808
BGP_testbed_2,leaf6,45,0.161,7748,0.21,1.0,0.24940617577197152
BGP_testbed_2,leaf7,45,0.161,7749,0.24,1.0,0.2830188679245283
BGP_testbed_2,leaf8,45,0.161,7750,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine1,45,0.161,7751,0.2,1.0,0.23809523809523808
BGP_testbed_2,spine2,45,0.161,7752,0.18,1.0,0.21531100478468898
BGP_testbed_2,spine3,45,0.161,7753,0.17,1.0,0.20383693045563553
BGP_testbed_2,spine4,45,0.161,7754,0.21,1.0,0.24940617577197152
BGP_testbed_3,leaf1,45,0.161,7755,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf2,45,0.161,7756,0.31,1.0,0.35962877030162416
BGP_testbed_3,leaf3,45,0.161,7757,0.36,1.0,0.4128440366972476
BGP_testbed_3,leaf5,45,0.161,7758,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf6,45,0.161,7759,0.36,1.0,0.4128440366972476
BGP_testbed_3,leaf7,45,0.161,7760,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf8,45,0.161,7761,0.33,1.0,0.3810623556581986
BGP_testbed_3,spine1,45,0.161,7762,0.35,1.0,0.40229885057471265
BGP_testbed_3,spine2,45,0.161,7763,0.32,1.0,0.37037037037037035
BGP_testbed_3,spine3,45,0.161,7764,0.35,1.0,0.40229885057471265
BGP_testbed_3,spine4,45,0.161,7765,0.36,1.0,0.4128440366972476
BGP_testbed_2,leaf1,45,0.166,7766,0.21,1.0,0.24940617577197152
BGP_testbed_2,leaf2,45,0.166,7767,0.22,1.0,0.26066350710900477
BGP_testbed_2,leaf3,45,0.166,7768,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf5,45,0.166,7769,0.2,1.0,0.23809523809523808
BGP_testbed_2,leaf6,45,0.166,7770,0.24,1.0,0.2830188679245283
BGP_testbed_2,leaf7,45,0.166,7771,0.25,1.0,0.29411764705882354
BGP_testbed_2,leaf8,45,0.166,7772,0.19,1.0,0.2267303102625298
BGP_testbed_2,spine1,45,0.166,7773,0.19,1.0,0.2267303102625298
BGP_testbed_2,spine2,45,0.166,7774,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine3,45,0.166,7775,0.18,1.0,0.21531100478468898
BGP_testbed_2,spine4,45,0.166,7776,0.21,1.0,0.24940617577197152
BGP_testbed_3,leaf1,45,0.166,7777,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf2,45,0.166,7778,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf3,45,0.166,7779,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf5,45,0.166,7780,0.29,1.0,0.337995337995338
BGP_testbed_3,leaf6,45,0.166,7781,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf7,45,0.166,7782,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf8,45,0.166,7783,0.33,1.0,0.3810623556581986
BGP_testbed_3,spine1,45,0.166,7784,0.33,1.0,0.3810623556581986
BGP_testbed_3,spine2,45,0.166,7785,0.3,1.0,0.3488372093023256
BGP_testbed_3,spine3,45,0.166,7786,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine4,45,0.166,7787,0.38,1.0,0.4337899543378995
BGP_testbed_2,leaf1,45,0.171,7788,0.22,1.0,0.26066350710900477
BGP_testbed_2,leaf2,45,0.171,7789,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf3,45,0.171,7790,0.22,1.0,0.26066350710900477
BGP_testbed_2,leaf5,45,0.171,7791,0.19,1.0,0.2267303102625298
BGP_testbed_2,leaf6,45,0.171,7792,0.22,1.0,0.26066350710900477
BGP_testbed_2,leaf7,45,0.171,7793,0.23,1.0,0.2718676122931442
BGP_testbed_2,leaf8,45,0.171,7794,0.19,1.0,0.2267303102625298
BGP_testbed_2,spine1,45,0.171,7795,0.18,1.0,0.21531100478468898
