dataset,node,tree_size,contamination,id,precision,recall,fscore
BGP_testbed_2,leaf1,5,0.001,0,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,5,0.001,1,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,5,0.001,2,0.0,0.0,
BGP_testbed_2,leaf5,5,0.001,3,0.0,0.0,
BGP_testbed_2,leaf6,5,0.001,4,0.0,0.0,
BGP_testbed_2,leaf7,5,0.001,5,0.0,0.0,
BGP_testbed_2,leaf8,5,0.001,6,,0.0,
BGP_testbed_2,spine1,5,0.001,7,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine2,5,0.001,8,0.0,0.0,
BGP_testbed_2,spine3,5,0.001,9,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine4,5,0.001,10,,0.0,
BGP_testbed_3,leaf1,5,0.001,11,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,5,0.001,12,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,5,0.001,13,0.0,0.0,
BGP_testbed_3,leaf5,5,0.001,14,,0.0,
BGP_testbed_3,leaf6,5,0.001,15,0.0,0.0,
BGP_testbed_3,leaf7,5,0.001,16,,0.0,
BGP_testbed_3,leaf8,5,0.001,17,,0.0,
BGP_testbed_3,spine1,5,0.001,18,0.0,0.0,
BGP_testbed_3,spine2,5,0.001,19,0.0,0.0,
BGP_testbed_3,spine3,5,0.001,20,0.0,0.0,
BGP_testbed_3,spine4,5,0.001,21,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,5,0.006,22,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf2,5,0.006,23,0.33,0.14,0.2595505617977528
BGP_testbed_2,leaf3,5,0.006,24,0.0,0.0,
BGP_testbed_2,leaf5,5,0.006,25,0.2,0.14,0.1842105263157895
BGP_testbed_2,leaf6,5,0.006,26,0.0,0.0,
BGP_testbed_2,leaf7,5,0.006,27,0.4,0.29,0.37179487179487175
BGP_testbed_2,leaf8,5,0.006,28,0.33,0.14,0.2595505617977528
BGP_testbed_2,spine1,5,0.006,29,0.5,0.29,0.4367469879518072
BGP_testbed_2,spine2,5,0.006,30,0.5,0.14,0.33018867924528306
BGP_testbed_2,spine3,5,0.006,31,0.25,0.14,0.2160493827160494
BGP_testbed_2,spine4,5,0.006,32,0.0,0.0,
BGP_testbed_3,leaf1,5,0.006,33,1.0,0.25,0.625
BGP_testbed_3,leaf2,5,0.006,34,0.5,0.12,0.30612244897959184
BGP_testbed_3,leaf3,5,0.006,35,0.33,0.12,0.24444444444444444
BGP_testbed_3,leaf5,5,0.006,36,0.0,0.0,
BGP_testbed_3,leaf6,5,0.006,37,0.0,0.0,
BGP_testbed_3,leaf7,5,0.006,38,0.5,0.12,0.30612244897959184
BGP_testbed_3,leaf8,5,0.006,39,0.0,0.0,
BGP_testbed_3,spine1,5,0.006,40,0.33,0.12,0.24444444444444444
BGP_testbed_3,spine2,5,0.006,41,0.0,0.0,
BGP_testbed_3,spine3,5,0.006,42,0.0,0.0,
BGP_testbed_3,spine4,5,0.006,43,0.75,0.38,0.6277533039647577
BGP_testbed_2,leaf1,5,0.011,44,0.57,0.57,0.57
BGP_testbed_2,leaf2,5,0.011,45,0.4,0.29,0.37179487179487175
BGP_testbed_2,leaf3,5,0.011,46,0.17,0.14,0.16301369863013698
BGP_testbed_2,leaf5,5,0.011,47,0.29,0.29,0.29
BGP_testbed_2,leaf6,5,0.011,48,0.17,0.14,0.16301369863013698
BGP_testbed_2,leaf7,5,0.011,49,0.25,0.29,0.2570921985815603
BGP_testbed_2,leaf8,5,0.011,50,0.0,0.0,
BGP_testbed_2,spine1,5,0.011,51,0.4,0.29,0.37179487179487175
BGP_testbed_2,spine2,5,0.011,52,0.17,0.14,0.16301369863013698
BGP_testbed_2,spine3,5,0.011,53,0.14,0.14,0.14
BGP_testbed_2,spine4,5,0.011,54,0.0,0.0,
BGP_testbed_3,leaf1,5,0.011,55,0.33,0.12,0.24444444444444444
BGP_testbed_3,leaf2,5,0.011,56,0.5,0.25,0.4166666666666667
BGP_testbed_3,leaf3,5,0.011,57,0.4,0.25,0.35714285714285715
BGP_testbed_3,leaf5,5,0.011,58,0.0,0.0,
BGP_testbed_3,leaf6,5,0.011,59,0.0,0.0,
BGP_testbed_3,leaf7,5,0.011,60,0.0,0.0,
BGP_testbed_3,leaf8,5,0.011,61,0.25,0.12,0.2054794520547945
BGP_testbed_3,spine1,5,0.011,62,0.0,0.0,
BGP_testbed_3,spine2,5,0.011,63,0.0,0.0,
BGP_testbed_3,spine3,5,0.011,64,0.6,0.38,0.5377358490566038
BGP_testbed_3,spine4,5,0.011,65,0.8,0.5,0.7142857142857143
BGP_testbed_2,leaf1,5,0.016,66,0.33,0.29,0.32114093959731543
BGP_testbed_2,leaf2,5,0.016,67,0.43,0.43,0.43
BGP_testbed_2,leaf3,5,0.016,68,0.17,0.14,0.16301369863013698
BGP_testbed_2,leaf5,5,0.016,69,0.5,0.43,0.4842342342342343
BGP_testbed_2,leaf6,5,0.016,70,0.3,0.43,0.3193069306930693
BGP_testbed_2,leaf7,5,0.016,71,0.3,0.43,0.3193069306930693
BGP_testbed_2,leaf8,5,0.016,72,0.12,0.14,0.12352941176470589
BGP_testbed_2,spine1,5,0.016,73,0.57,0.57,0.57
BGP_testbed_2,spine2,5,0.016,74,0.29,0.29,0.29
BGP_testbed_2,spine3,5,0.016,75,0.11,0.14,0.11492537313432837
BGP_testbed_2,spine4,5,0.016,76,0.14,0.14,0.14
BGP_testbed_3,leaf1,5,0.016,77,0.5,0.25,0.4166666666666667
BGP_testbed_3,leaf2,5,0.016,78,0.86,0.75,0.8354922279792746
BGP_testbed_3,leaf3,5,0.016,79,0.33,0.25,0.3101503759398496
BGP_testbed_3,leaf5,5,0.016,80,0.2,0.12,0.17647058823529413
BGP_testbed_3,leaf6,5,0.016,81,0.0,0.0,
BGP_testbed_3,leaf7,5,0.016,82,0.2,0.12,0.17647058823529413
BGP_testbed_3,leaf8,5,0.016,83,0.6,0.38,0.5377358490566038
BGP_testbed_3,spine1,5,0.016,84,0.0,0.0,
BGP_testbed_3,spine2,5,0.016,85,0.0,0.0,
BGP_testbed_3,spine3,5,0.016,86,0.29,0.25,0.2810077519379845
BGP_testbed_3,spine4,5,0.016,87,1.0,0.5,0.8333333333333334
BGP_testbed_2,leaf1,5,0.021,88,0.4,0.57,0.4253731343283582
BGP_testbed_2,leaf2,5,0.021,89,0.43,0.43,0.43
BGP_testbed_2,leaf3,5,0.021,90,0.18,0.29,0.19477611940298506
BGP_testbed_2,leaf5,5,0.021,91,0.25,0.43,0.27284263959390864
BGP_testbed_2,leaf6,5,0.021,92,0.25,0.43,0.27284263959390864
BGP_testbed_2,leaf7,5,0.021,93,0.44,0.57,0.4610294117647059
BGP_testbed_2,leaf8,5,0.021,94,0.22,0.29,0.2311594202898551
BGP_testbed_2,spine1,5,0.021,95,0.38,0.43,0.38904761904761903
BGP_testbed_2,spine2,5,0.021,96,0.12,0.14,0.12352941176470589
BGP_testbed_2,spine3,5,0.021,97,0.09,0.14,0.09692307692307692
BGP_testbed_2,spine4,5,0.021,98,0.12,0.14,0.12352941176470589
BGP_testbed_3,leaf1,5,0.021,99,0.4,0.25,0.35714285714285715
BGP_testbed_3,leaf2,5,0.021,100,0.5,0.25,0.4166666666666667
BGP_testbed_3,leaf3,5,0.021,101,0.0,0.0,
BGP_testbed_3,leaf5,5,0.021,102,0.29,0.25,0.2810077519379845
BGP_testbed_3,leaf6,5,0.021,103,0.14,0.12,0.13548387096774195
BGP_testbed_3,leaf7,5,0.021,104,0.17,0.12,0.15692307692307692
BGP_testbed_3,leaf8,5,0.021,105,0.29,0.25,0.2810077519379845
BGP_testbed_3,spine1,5,0.021,106,0.12,0.12,0.12
BGP_testbed_3,spine2,5,0.021,107,0.0,0.0,
BGP_testbed_3,spine3,5,0.021,108,0.29,0.25,0.2810077519379845
BGP_testbed_3,spine4,5,0.021,109,1.0,0.5,0.8333333333333334
BGP_testbed_2,leaf1,5,0.026000000000000002,110,0.25,0.43,0.27284263959390864
BGP_testbed_2,leaf2,5,0.026000000000000002,111,0.5,0.71,0.531437125748503
BGP_testbed_2,leaf3,5,0.026000000000000002,112,0.17,0.29,0.18533834586466166
BGP_testbed_2,leaf5,5,0.026000000000000002,113,0.31,0.57,0.3411196911196911
BGP_testbed_2,leaf6,5,0.026000000000000002,114,0.14,0.29,0.1561538461538462
BGP_testbed_2,leaf7,5,0.026000000000000002,115,0.23,0.43,0.2535897435897436
BGP_testbed_2,leaf8,5,0.026000000000000002,116,0.23,0.43,0.2535897435897436
BGP_testbed_2,spine1,5,0.026000000000000002,117,0.29,0.57,0.3215953307392996
BGP_testbed_2,spine2,5,0.026000000000000002,118,0.17,0.29,0.18533834586466166
BGP_testbed_2,spine3,5,0.026000000000000002,119,0.08,0.14,0.08750000000000001
BGP_testbed_2,spine4,5,0.026000000000000002,120,0.15,0.29,0.16603053435114504
BGP_testbed_3,leaf1,5,0.026000000000000002,121,0.5,0.62,0.5201342281879194
BGP_testbed_3,leaf2,5,0.026000000000000002,122,0.38,0.38,0.38
BGP_testbed_3,leaf3,5,0.026000000000000002,123,0.36,0.5,0.3813559322033898
BGP_testbed_3,leaf5,5,0.026000000000000002,124,0.22,0.25,0.2254098360655738
BGP_testbed_3,leaf6,5,0.026000000000000002,125,0.33,0.38,0.33891891891891895
BGP_testbed_3,leaf7,5,0.026000000000000002,126,0.14,0.12,0.13548387096774195
BGP_testbed_3,leaf8,5,0.026000000000000002,127,0.29,0.25,0.2810077519379845
BGP_testbed_3,spine1,5,0.026000000000000002,128,0.22,0.25,0.2254098360655738
BGP_testbed_3,spine2,5,0.026000000000000002,129,0.0,0.0,
BGP_testbed_3,spine3,5,0.026000000000000002,130,0.29,0.25,0.2810077519379845
BGP_testbed_3,spine4,5,0.026000000000000002,131,0.67,0.5,0.6273408239700374
BGP_testbed_2,leaf1,5,0.031,132,0.23,0.43,0.2535897435897436
BGP_testbed_2,leaf2,5,0.031,133,0.38,0.71,0.418944099378882
BGP_testbed_2,leaf3,5,0.031,134,0.15,0.29,0.16603053435114504
BGP_testbed_2,leaf5,5,0.031,135,0.31,0.57,0.3411196911196911
BGP_testbed_2,leaf6,5,0.031,136,0.06,0.14,0.06774193548387096
BGP_testbed_2,leaf7,5,0.031,137,0.28,0.71,0.31858974358974357
BGP_testbed_2,leaf8,5,0.031,138,0.25,0.43,0.27284263959390864
BGP_testbed_2,spine1,5,0.031,139,0.36,0.71,0.399375
BGP_testbed_2,spine2,5,0.031,140,0.14,0.29,0.1561538461538462
BGP_testbed_2,spine3,5,0.031,141,0.2,0.43,0.22395833333333334
BGP_testbed_2,spine4,5,0.031,142,0.14,0.29,0.1561538461538462
BGP_testbed_3,leaf1,5,0.031,143,0.55,0.75,0.5809859154929577
BGP_testbed_3,leaf2,5,0.031,144,0.7,0.88,0.7298578199052134
BGP_testbed_3,leaf3,5,0.031,145,0.36,0.5,0.3813559322033898
BGP_testbed_3,leaf5,5,0.031,146,0.27,0.38,0.2865921787709497
BGP_testbed_3,leaf6,5,0.031,147,0.22,0.25,0.2254098360655738
BGP_testbed_3,leaf7,5,0.031,148,0.11,0.12,0.11186440677966103
BGP_testbed_3,leaf8,5,0.031,149,0.3,0.38,0.3131868131868132
BGP_testbed_3,spine1,5,0.031,150,0.18,0.25,0.1906779661016949
BGP_testbed_3,spine2,5,0.031,151,0.1,0.12,0.10344827586206896
BGP_testbed_3,spine3,5,0.031,152,0.3,0.38,0.3131868131868132
BGP_testbed_3,spine4,5,0.031,153,0.57,0.5,0.5544747081712061
BGP_testbed_2,leaf1,5,0.036000000000000004,154,0.29,0.57,0.3215953307392996
BGP_testbed_2,leaf2,5,0.036000000000000004,155,0.25,0.57,0.2816205533596838
BGP_testbed_2,leaf3,5,0.036000000000000004,156,0.13,0.29,0.14612403100775193
BGP_testbed_2,leaf5,5,0.036000000000000004,157,0.29,0.71,0.3289137380191693
BGP_testbed_2,leaf6,5,0.036000000000000004,158,0.11,0.29,0.12559055118110235
BGP_testbed_2,leaf7,5,0.036000000000000004,159,0.22,0.57,0.2508
BGP_testbed_2,leaf8,5,0.036000000000000004,160,0.14,0.29,0.1561538461538462
BGP_testbed_2,spine1,5,0.036000000000000004,161,0.31,0.71,0.3493650793650794
BGP_testbed_2,spine2,5,0.036000000000000004,162,0.2,0.43,0.22395833333333334
BGP_testbed_2,spine3,5,0.036000000000000004,163,0.19,0.43,0.21387434554973822
BGP_testbed_2,spine4,5,0.036000000000000004,164,0.13,0.29,0.14612403100775193
BGP_testbed_3,leaf1,5,0.036000000000000004,165,0.58,0.88,0.622439024390244
BGP_testbed_3,leaf2,5,0.036000000000000004,166,0.6,0.75,0.625
BGP_testbed_3,leaf3,5,0.036000000000000004,167,0.33,0.5,0.3540772532188841
BGP_testbed_3,leaf5,5,0.036000000000000004,168,0.2,0.25,0.20833333333333334
BGP_testbed_3,leaf6,5,0.036000000000000004,169,0.25,0.38,0.2683615819209039
BGP_testbed_3,leaf7,5,0.036000000000000004,170,0.08,0.12,0.08571428571428573
BGP_testbed_3,leaf8,5,0.036000000000000004,171,0.2,0.25,0.20833333333333334
BGP_testbed_3,spine1,5,0.036000000000000004,172,0.17,0.25,0.18162393162393164
BGP_testbed_3,spine2,5,0.036000000000000004,173,0.0,0.0,
BGP_testbed_3,spine3,5,0.036000000000000004,174,0.25,0.38,0.2683615819209039
BGP_testbed_3,spine4,5,0.036000000000000004,175,0.56,0.62,0.5710526315789475
BGP_testbed_2,leaf1,5,0.041,176,0.28,0.71,0.31858974358974357
BGP_testbed_2,leaf2,5,0.041,177,0.27,0.57,0.30176470588235293
BGP_testbed_2,leaf3,5,0.041,178,0.17,0.43,0.1933862433862434
BGP_testbed_2,leaf5,5,0.041,179,0.31,0.71,0.3493650793650794
BGP_testbed_2,leaf6,5,0.041,180,0.15,0.43,0.17245989304812837
BGP_testbed_2,leaf7,5,0.041,181,0.29,0.71,0.3289137380191693
BGP_testbed_2,leaf8,5,0.041,182,0.24,0.57,0.27142857142857146
BGP_testbed_2,spine1,5,0.041,183,0.31,0.71,0.3493650793650794
BGP_testbed_2,spine2,5,0.041,184,0.17,0.43,0.1933862433862434
BGP_testbed_2,spine3,5,0.041,185,0.16,0.43,0.18297872340425533
BGP_testbed_2,spine4,5,0.041,186,0.1,0.29,0.11507936507936507
BGP_testbed_3,leaf1,5,0.041,187,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf2,5,0.041,188,0.38,0.62,0.41188811188811186
BGP_testbed_3,leaf3,5,0.041,189,0.27,0.5,0.29735682819383263
BGP_testbed_3,leaf5,5,0.041,190,0.27,0.38,0.2865921787709497
BGP_testbed_3,leaf6,5,0.041,191,0.17,0.25,0.18162393162393164
BGP_testbed_3,leaf7,5,0.041,192,0.08,0.12,0.08571428571428573
BGP_testbed_3,leaf8,5,0.041,193,0.3,0.38,0.3131868131868132
BGP_testbed_3,spine1,5,0.041,194,0.36,0.62,0.3929577464788732
BGP_testbed_3,spine2,5,0.041,195,0.15,0.25,0.16304347826086957
BGP_testbed_3,spine3,5,0.041,196,0.38,0.75,0.42159763313609466
BGP_testbed_3,spine4,5,0.041,197,0.45,0.62,0.4761092150170648
BGP_testbed_2,leaf1,5,0.046,198,0.25,0.57,0.2816205533596838
BGP_testbed_2,leaf2,5,0.046,199,0.22,0.57,0.2508
BGP_testbed_2,leaf3,5,0.046,200,0.14,0.43,0.16182795698924735
BGP_testbed_2,leaf5,5,0.046,201,0.33,0.86,0.37639257294429707
BGP_testbed_2,leaf6,5,0.046,202,0.14,0.43,0.16182795698924735
BGP_testbed_2,leaf7,5,0.046,203,0.22,0.71,0.2552287581699346
BGP_testbed_2,leaf8,5,0.046,204,0.21,0.57,0.2403614457831325
BGP_testbed_2,spine1,5,0.046,205,0.29,0.71,0.3289137380191693
BGP_testbed_2,spine2,5,0.046,206,0.1,0.29,0.11507936507936507
BGP_testbed_2,spine3,5,0.046,207,0.18,0.57,0.20853658536585362
BGP_testbed_2,spine4,5,0.046,208,0.21,0.57,0.2403614457831325
BGP_testbed_3,leaf1,5,0.046,209,0.5,0.88,0.5472636815920399
BGP_testbed_3,leaf2,5,0.046,210,0.5,0.88,0.5472636815920399
BGP_testbed_3,leaf3,5,0.046,211,0.33,0.5,0.3540772532188841
BGP_testbed_3,leaf5,5,0.046,212,0.21,0.38,0.23063583815028904
BGP_testbed_3,leaf6,5,0.046,213,0.14,0.25,0.15350877192982457
BGP_testbed_3,leaf7,5,0.046,214,0.13,0.25,0.1438053097345133
BGP_testbed_3,leaf8,5,0.046,215,0.23,0.38,0.24971428571428575
BGP_testbed_3,spine1,5,0.046,216,0.2,0.38,0.22093023255813954
BGP_testbed_3,spine2,5,0.046,217,0.2,0.38,0.22093023255813954
BGP_testbed_3,spine3,5,0.046,218,0.38,0.75,0.42159763313609466
BGP_testbed_3,spine4,5,0.046,219,0.46,0.75,0.49855491329479773
BGP_testbed_2,leaf1,5,0.051000000000000004,220,0.21,0.57,0.2403614457831325
BGP_testbed_2,leaf2,5,0.051000000000000004,221,0.23,0.71,0.2659609120521173
BGP_testbed_2,leaf3,5,0.051000000000000004,222,0.13,0.43,0.1510810810810811
BGP_testbed_2,leaf5,5,0.051000000000000004,223,0.3,0.86,0.34491978609625673
BGP_testbed_2,leaf6,5,0.051000000000000004,224,0.13,0.43,0.1510810810810811
BGP_testbed_2,leaf7,5,0.051000000000000004,225,0.16,0.57,0.18688524590163932
BGP_testbed_2,leaf8,5,0.051000000000000004,226,0.16,0.43,0.18297872340425533
BGP_testbed_2,spine1,5,0.051000000000000004,227,0.28,0.71,0.31858974358974357
BGP_testbed_2,spine2,5,0.051000000000000004,228,0.14,0.43,0.16182795698924735
BGP_testbed_2,spine3,5,0.051000000000000004,229,0.17,0.57,0.19775510204081634
BGP_testbed_2,spine4,5,0.051000000000000004,230,0.12,0.43,0.14021739130434785
BGP_testbed_3,leaf1,5,0.051000000000000004,231,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf2,5,0.051000000000000004,232,0.39,0.88,0.4388746803069054
BGP_testbed_3,leaf3,5,0.051000000000000004,233,0.27,0.5,0.29735682819383263
BGP_testbed_3,leaf5,5,0.051000000000000004,234,0.22,0.5,0.24774774774774774
BGP_testbed_3,leaf6,5,0.051000000000000004,235,0.27,0.5,0.29735682819383263
BGP_testbed_3,leaf7,5,0.051000000000000004,236,0.18,0.38,0.2011764705882353
BGP_testbed_3,leaf8,5,0.051000000000000004,237,0.27,0.38,0.2865921787709497
BGP_testbed_3,spine1,5,0.051000000000000004,238,0.25,0.5,0.2777777777777778
BGP_testbed_3,spine2,5,0.051000000000000004,239,0.2,0.38,0.22093023255813954
BGP_testbed_3,spine3,5,0.051000000000000004,240,0.38,0.75,0.42159763313609466
BGP_testbed_3,spine4,5,0.051000000000000004,241,0.36,0.5,0.3813559322033898
BGP_testbed_2,leaf1,5,0.056,242,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf2,5,0.056,243,0.29,0.86,0.33431635388739944
BGP_testbed_2,leaf3,5,0.056,244,0.14,0.43,0.16182795698924735
BGP_testbed_2,leaf5,5,0.056,245,0.29,0.86,0.33431635388739944
BGP_testbed_2,leaf6,5,0.056,246,0.15,0.57,0.17592592592592593
BGP_testbed_2,leaf7,5,0.056,247,0.19,0.71,0.22260726072607262
BGP_testbed_2,leaf8,5,0.056,248,0.22,0.71,0.2552287581699346
BGP_testbed_2,spine1,5,0.056,249,0.27,0.86,0.3129380053908356
BGP_testbed_2,spine2,5,0.056,250,0.16,0.57,0.18688524590163932
BGP_testbed_2,spine3,5,0.056,251,0.18,0.57,0.20853658536585362
BGP_testbed_2,spine4,5,0.056,252,0.15,0.57,0.17592592592592593
BGP_testbed_3,leaf1,5,0.056,253,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf2,5,0.056,254,0.41,0.88,0.45903307888040706
BGP_testbed_3,leaf3,5,0.056,255,0.31,0.62,0.34444444444444444
BGP_testbed_3,leaf5,5,0.056,256,0.25,0.5,0.2777777777777778
BGP_testbed_3,leaf6,5,0.056,257,0.21,0.38,0.23063583815028904
BGP_testbed_3,leaf7,5,0.056,258,0.29,0.62,0.32454873646209387
BGP_testbed_3,leaf8,5,0.056,259,0.27,0.5,0.29735682819383263
BGP_testbed_3,spine1,5,0.056,260,0.25,0.62,0.2838827838827839
BGP_testbed_3,spine2,5,0.056,261,0.18,0.38,0.2011764705882353
BGP_testbed_3,spine3,5,0.056,262,0.32,0.75,0.3614457831325302
BGP_testbed_3,spine4,5,0.056,263,0.38,0.62,0.41188811188811186
BGP_testbed_2,leaf1,5,0.061,264,0.23,0.71,0.2659609120521173
BGP_testbed_2,leaf2,5,0.061,265,0.29,0.86,0.33431635388739944
BGP_testbed_2,leaf3,5,0.061,266,0.17,0.57,0.19775510204081634
BGP_testbed_2,leaf5,5,0.061,267,0.23,0.71,0.2659609120521173
BGP_testbed_2,leaf6,5,0.061,268,0.16,0.57,0.18688524590163932
BGP_testbed_2,leaf7,5,0.061,269,0.16,0.57,0.18688524590163932
BGP_testbed_2,leaf8,5,0.061,270,0.17,0.57,0.19775510204081634
BGP_testbed_2,spine1,5,0.061,271,0.29,1.0,0.337995337995338
BGP_testbed_2,spine2,5,0.061,272,0.14,0.57,0.16487603305785126
BGP_testbed_2,spine3,5,0.061,273,0.17,0.57,0.19775510204081634
BGP_testbed_2,spine4,5,0.061,274,0.15,0.57,0.17592592592592593
BGP_testbed_3,leaf1,5,0.061,275,0.41,0.88,0.45903307888040706
BGP_testbed_3,leaf2,5,0.061,276,0.41,0.88,0.45903307888040706
BGP_testbed_3,leaf3,5,0.061,277,0.24,0.5,0.26785714285714285
BGP_testbed_3,leaf5,5,0.061,278,0.22,0.5,0.24774774774774774
BGP_testbed_3,leaf6,5,0.061,279,0.25,0.5,0.2777777777777778
BGP_testbed_3,leaf7,5,0.061,280,0.26,0.62,0.2941605839416058
BGP_testbed_3,leaf8,5,0.061,281,0.2,0.38,0.22093023255813954
BGP_testbed_3,spine1,5,0.061,282,0.33,0.88,0.37714285714285717
BGP_testbed_3,spine2,5,0.061,283,0.22,0.5,0.24774774774774774
BGP_testbed_3,spine3,5,0.061,284,0.32,0.75,0.3614457831325302
BGP_testbed_3,spine4,5,0.061,285,0.4,0.75,0.4411764705882353
BGP_testbed_2,leaf1,5,0.066,286,0.23,0.71,0.2659609120521173
BGP_testbed_2,leaf2,5,0.066,287,0.25,0.86,0.29132791327913277
BGP_testbed_2,leaf3,5,0.066,288,0.19,0.71,0.22260726072607262
BGP_testbed_2,leaf5,5,0.066,289,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf6,5,0.066,290,0.1,0.43,0.11813186813186813
BGP_testbed_2,leaf7,5,0.066,291,0.18,0.71,0.2115894039735099
BGP_testbed_2,leaf8,5,0.066,292,0.23,0.71,0.2659609120521173
BGP_testbed_2,spine1,5,0.066,293,0.24,0.86,0.2804347826086957
BGP_testbed_2,spine2,5,0.066,294,0.17,0.71,0.20049833887043192
BGP_testbed_2,spine3,5,0.066,295,0.19,0.71,0.22260726072607262
BGP_testbed_2,spine4,5,0.066,296,0.13,0.57,0.1537344398340249
BGP_testbed_3,leaf1,5,0.066,297,0.41,0.88,0.45903307888040706
BGP_testbed_3,leaf2,5,0.066,298,0.37,0.88,0.4185089974293059
BGP_testbed_3,leaf3,5,0.066,299,0.22,0.5,0.24774774774774774
BGP_testbed_3,leaf5,5,0.066,300,0.16,0.38,0.18095238095238098
BGP_testbed_3,leaf6,5,0.066,301,0.19,0.38,0.2111111111111111
BGP_testbed_3,leaf7,5,0.066,302,0.25,0.62,0.2838827838827839
BGP_testbed_3,leaf8,5,0.066,303,0.29,0.5,0.31659388646288206
BGP_testbed_3,spine1,5,0.066,304,0.33,0.88,0.37714285714285717
BGP_testbed_3,spine2,5,0.066,305,0.17,0.5,0.19585253456221202
BGP_testbed_3,spine3,5,0.066,306,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine4,5,0.066,307,0.38,0.75,0.42159763313609466
BGP_testbed_2,leaf1,5,0.07100000000000001,308,0.21,0.71,0.24442622950819673
BGP_testbed_2,leaf2,5,0.07100000000000001,309,0.21,0.86,0.2473972602739726
BGP_testbed_2,leaf3,5,0.07100000000000001,310,0.16,0.71,0.18933333333333333
BGP_testbed_2,leaf5,5,0.07100000000000001,311,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf6,5,0.07100000000000001,312,0.12,0.57,0.1425
BGP_testbed_2,leaf7,5,0.07100000000000001,313,0.16,0.71,0.18933333333333333
BGP_testbed_2,leaf8,5,0.07100000000000001,314,0.19,0.71,0.22260726072607262
BGP_testbed_2,spine1,5,0.07100000000000001,315,0.22,0.86,0.25846994535519124
BGP_testbed_2,spine2,5,0.07100000000000001,316,0.12,0.57,0.1425
BGP_testbed_2,spine3,5,0.07100000000000001,317,0.13,0.57,0.1537344398340249
BGP_testbed_2,spine4,5,0.07100000000000001,318,0.16,0.71,0.18933333333333333
BGP_testbed_3,leaf1,5,0.07100000000000001,319,0.37,0.88,0.4185089974293059
BGP_testbed_3,leaf2,5,0.07100000000000001,320,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf3,5,0.07100000000000001,321,0.2,0.5,0.22727272727272727
BGP_testbed_3,leaf5,5,0.07100000000000001,322,0.21,0.5,0.23755656108597287
BGP_testbed_3,leaf6,5,0.07100000000000001,323,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf7,5,0.07100000000000001,324,0.23,0.62,0.26309963099631
BGP_testbed_3,leaf8,5,0.07100000000000001,325,0.18,0.38,0.2011764705882353
BGP_testbed_3,spine1,5,0.07100000000000001,326,0.29,0.75,0.330547112462006
BGP_testbed_3,spine2,5,0.07100000000000001,327,0.15,0.38,0.17065868263473055
BGP_testbed_3,spine3,5,0.07100000000000001,328,0.29,0.75,0.330547112462006
BGP_testbed_3,spine4,5,0.07100000000000001,329,0.39,0.88,0.4388746803069054
BGP_testbed_2,leaf1,5,0.076,330,0.23,0.86,0.2694822888283379
BGP_testbed_2,leaf2,5,0.076,331,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf3,5,0.076,332,0.13,0.57,0.1537344398340249
BGP_testbed_2,leaf5,5,0.076,333,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf6,5,0.076,334,0.17,0.86,0.2024930747922438
BGP_testbed_2,leaf7,5,0.076,335,0.16,0.71,0.18933333333333333
BGP_testbed_2,leaf8,5,0.076,336,0.22,0.86,0.25846994535519124
BGP_testbed_2,spine1,5,0.076,337,0.22,0.86,0.25846994535519124
BGP_testbed_2,spine2,5,0.076,338,0.1,0.43,0.11813186813186813
BGP_testbed_2,spine3,5,0.076,339,0.1,0.43,0.11813186813186813
BGP_testbed_2,spine4,5,0.076,340,0.16,0.71,0.18933333333333333
BGP_testbed_3,leaf1,5,0.076,341,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf2,5,0.076,342,0.33,0.88,0.37714285714285717
BGP_testbed_3,leaf3,5,0.076,343,0.25,0.62,0.2838827838827839
BGP_testbed_3,leaf5,5,0.076,344,0.26,0.75,0.29907975460122704
BGP_testbed_3,leaf6,5,0.076,345,0.3,0.88,0.3455497382198953
BGP_testbed_3,leaf7,5,0.076,346,0.23,0.62,0.26309963099631
BGP_testbed_3,leaf8,5,0.076,347,0.25,0.5,0.2777777777777778
BGP_testbed_3,spine1,5,0.076,348,0.27,0.88,0.3134564643799473
BGP_testbed_3,spine2,5,0.076,349,0.18,0.5,0.2064220183486238
BGP_testbed_3,spine3,5,0.076,350,0.35,1.0,0.40229885057471265
