dataset,node,n_neighbors,leaf_size,contamination,id,precision,recall,fscore
BGP_testbed_3,leaf5,10,30,0.001,7934,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf6,10,30,0.001,7935,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf7,10,30,0.001,7936,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf8,10,30,0.001,7937,1.0,0.25,0.625
BGP_testbed_3,spine1,10,30,0.001,7938,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,10,30,0.001,7939,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,10,30,0.001,7940,1.0,0.38,0.753968253968254
BGP_testbed_3,spine4,10,30,0.001,7941,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,10,30,0.006,7942,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf2,10,30,0.006,7943,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf3,10,30,0.006,7944,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf5,10,30,0.006,7945,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf6,10,30,0.006,7946,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf7,10,30,0.006,7947,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,10,30,0.006,7948,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine1,10,30,0.006,7949,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,10,30,0.006,7950,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine3,10,30,0.006,7951,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine4,10,30,0.006,7952,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10,30,0.006,7953,1.0,0.25,0.625
BGP_testbed_3,leaf2,10,30,0.006,7954,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf3,10,30,0.006,7955,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,10,30,0.006,7956,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf6,10,30,0.006,7957,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf7,10,30,0.006,7958,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10,30,0.006,7959,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10,30,0.006,7960,1.0,0.38,0.753968253968254
BGP_testbed_3,spine2,10,30,0.006,7961,1.0,0.38,0.753968253968254
BGP_testbed_3,spine3,10,30,0.006,7962,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10,30,0.006,7963,1.0,0.38,0.753968253968254
BGP_testbed_2,leaf1,10,30,0.011,7964,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf2,10,30,0.011,7965,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,10,30,0.011,7966,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10,30,0.011,7967,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf6,10,30,0.011,7968,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf7,10,30,0.011,7969,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf8,10,30,0.011,7970,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine1,10,30,0.011,7971,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine2,10,30,0.011,7972,0.8,0.57,0.7402597402597402
BGP_testbed_2,spine3,10,30,0.011,7973,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10,30,0.011,7974,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,10,30,0.011,7975,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf2,10,30,0.011,7976,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf3,10,30,0.011,7977,1.0,0.75,0.9375
BGP_testbed_3,leaf5,10,30,0.011,7978,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,10,30,0.011,7979,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10,30,0.011,7980,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10,30,0.011,7981,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10,30,0.011,7982,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine2,10,30,0.011,7983,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine3,10,30,0.011,7984,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10,30,0.011,7985,1.0,0.5,0.8333333333333334
BGP_testbed_2,leaf1,10,30,0.016,7986,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,10,30,0.016,7987,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf3,10,30,0.016,7988,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf5,10,30,0.016,7989,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf6,10,30,0.016,7990,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf7,10,30,0.016,7991,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf8,10,30,0.016,7992,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine1,10,30,0.016,7993,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine2,10,30,0.016,7994,0.67,0.57,0.6472881355932204
BGP_testbed_2,spine3,10,30,0.016,7995,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10,30,0.016,7996,1.0,0.86,0.9684684684684686
BGP_testbed_3,leaf1,10,30,0.016,7997,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf2,10,30,0.016,7998,1.0,0.75,0.9375
BGP_testbed_3,leaf3,10,30,0.016,7999,1.0,0.75,0.9375
BGP_testbed_3,leaf5,10,30,0.016,8000,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,10,30,0.016,8001,1.0,0.75,0.9375
BGP_testbed_3,leaf7,10,30,0.016,8002,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,10,30,0.016,8003,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,10,30,0.016,8004,1.0,0.75,0.9375
BGP_testbed_3,spine2,10,30,0.016,8005,1.0,0.75,0.9375
BGP_testbed_3,spine3,10,30,0.016,8006,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,10,30,0.016,8007,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,10,30,0.021,8008,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,10,30,0.021,8009,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf3,10,30,0.021,8010,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf5,10,30,0.021,8011,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf6,10,30,0.021,8012,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10,30,0.021,8013,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf8,10,30,0.021,8014,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10,30,0.021,8015,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine2,10,30,0.021,8016,0.71,0.71,0.71
BGP_testbed_2,spine3,10,30,0.021,8017,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10,30,0.021,8018,1.0,0.86,0.9684684684684686
BGP_testbed_3,leaf1,10,30,0.021,8019,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf2,10,30,0.021,8020,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.021,8021,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,10,30,0.021,8022,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,10,30,0.021,8023,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.021,8024,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf8,10,30,0.021,8025,1.0,0.75,0.9375
BGP_testbed_3,spine1,10,30,0.021,8026,1.0,0.75,0.9375
BGP_testbed_3,spine2,10,30,0.021,8027,0.86,0.75,0.8354922279792746
BGP_testbed_3,spine3,10,30,0.021,8028,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine4,10,30,0.021,8029,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,10,30,0.026000000000000002,8030,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf2,10,30,0.026000000000000002,8031,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf3,10,30,0.026000000000000002,8032,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf5,10,30,0.026000000000000002,8033,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf6,10,30,0.026000000000000002,8034,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10,30,0.026000000000000002,8035,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.026000000000000002,8036,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10,30,0.026000000000000002,8037,1.0,1.0,1.0
BGP_testbed_2,spine2,10,30,0.026000000000000002,8038,0.75,0.86,0.7696897374701672
BGP_testbed_2,spine3,10,30,0.026000000000000002,8039,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10,30,0.026000000000000002,8040,0.86,0.86,0.86
BGP_testbed_3,leaf1,10,30,0.026000000000000002,8041,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf2,10,30,0.026000000000000002,8042,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.026000000000000002,8043,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,10,30,0.026000000000000002,8044,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,10,30,0.026000000000000002,8045,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.026000000000000002,8046,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf8,10,30,0.026000000000000002,8047,1.0,0.75,0.9375
BGP_testbed_3,spine1,10,30,0.026000000000000002,8048,1.0,0.75,0.9375
BGP_testbed_3,spine2,10,30,0.026000000000000002,8049,0.75,0.75,0.75
BGP_testbed_3,spine3,10,30,0.026000000000000002,8050,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine4,10,30,0.026000000000000002,8051,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10,30,0.031,8052,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf2,10,30,0.031,8053,1.0,1.0,1.0
BGP_testbed_2,leaf3,10,30,0.031,8054,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf5,10,30,0.031,8055,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf6,10,30,0.031,8056,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10,30,0.031,8057,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.031,8058,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10,30,0.031,8059,1.0,1.0,1.0
BGP_testbed_2,spine2,10,30,0.031,8060,0.78,1.0,0.8158995815899582
BGP_testbed_2,spine3,10,30,0.031,8061,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,10,30,0.031,8062,0.75,0.86,0.7696897374701672
BGP_testbed_3,leaf1,10,30,0.031,8063,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf2,10,30,0.031,8064,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.031,8065,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,10,30,0.031,8066,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf6,10,30,0.031,8067,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.031,8068,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf8,10,30,0.031,8069,0.86,0.75,0.8354922279792746
BGP_testbed_3,spine1,10,30,0.031,8070,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.031,8071,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,10,30,0.031,8072,1.0,0.75,0.9375
BGP_testbed_3,spine4,10,30,0.031,8073,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,10,30,0.036000000000000004,8074,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf2,10,30,0.036000000000000004,8075,1.0,1.0,1.0
BGP_testbed_2,leaf3,10,30,0.036000000000000004,8076,1.0,1.0,1.0
BGP_testbed_2,leaf5,10,30,0.036000000000000004,8077,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,10,30,0.036000000000000004,8078,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10,30,0.036000000000000004,8079,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.036000000000000004,8080,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,10,30,0.036000000000000004,8081,0.88,1.0,0.9016393442622952
BGP_testbed_2,spine2,10,30,0.036000000000000004,8082,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine3,10,30,0.036000000000000004,8083,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.036000000000000004,8084,0.6,0.86,0.6386138613861386
BGP_testbed_3,leaf1,10,30,0.036000000000000004,8085,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf2,10,30,0.036000000000000004,8086,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.036000000000000004,8087,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,10,30,0.036000000000000004,8088,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf6,10,30,0.036000000000000004,8089,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.036000000000000004,8090,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.036000000000000004,8091,0.86,0.75,0.8354922279792746
BGP_testbed_3,spine1,10,30,0.036000000000000004,8092,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.036000000000000004,8093,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,10,30,0.036000000000000004,8094,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine4,10,30,0.036000000000000004,8095,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.041,8096,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf2,10,30,0.041,8097,1.0,1.0,1.0
BGP_testbed_2,leaf3,10,30,0.041,8098,1.0,1.0,1.0
BGP_testbed_2,leaf5,10,30,0.041,8099,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,10,30,0.041,8100,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10,30,0.041,8101,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.041,8102,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine1,10,30,0.041,8103,0.88,1.0,0.9016393442622952
BGP_testbed_2,spine2,10,30,0.041,8104,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine3,10,30,0.041,8105,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.041,8106,0.6,0.86,0.6386138613861386
BGP_testbed_3,leaf1,10,30,0.041,8107,1.0,0.75,0.9375
BGP_testbed_3,leaf2,10,30,0.041,8108,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.041,8109,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf5,10,30,0.041,8110,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.041,8111,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.041,8112,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.041,8113,0.86,0.75,0.8354922279792746
BGP_testbed_3,spine1,10,30,0.041,8114,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.041,8115,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.041,8116,1.0,1.0,1.0
BGP_testbed_3,spine4,10,30,0.041,8117,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.046,8118,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf2,10,30,0.046,8119,1.0,1.0,1.0
BGP_testbed_2,leaf3,10,30,0.046,8120,1.0,1.0,1.0
BGP_testbed_2,leaf5,10,30,0.046,8121,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,10,30,0.046,8122,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf7,10,30,0.046,8123,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.046,8124,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine1,10,30,0.046,8125,0.88,1.0,0.9016393442622952
BGP_testbed_2,spine2,10,30,0.046,8126,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine3,10,30,0.046,8127,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.046,8128,0.64,1.0,0.6896551724137931
BGP_testbed_3,leaf1,10,30,0.046,8129,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.046,8130,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.046,8131,1.0,1.0,1.0
BGP_testbed_3,leaf5,10,30,0.046,8132,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.046,8133,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.046,8134,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.046,8135,0.86,0.75,0.8354922279792746
BGP_testbed_3,spine1,10,30,0.046,8136,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.046,8137,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.046,8138,1.0,1.0,1.0
BGP_testbed_3,spine4,10,30,0.046,8139,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.051000000000000004,8140,1.0,1.0,1.0
BGP_testbed_2,leaf2,10,30,0.051000000000000004,8141,1.0,1.0,1.0
BGP_testbed_2,leaf3,10,30,0.051000000000000004,8142,1.0,1.0,1.0
BGP_testbed_2,leaf5,10,30,0.051000000000000004,8143,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,10,30,0.051000000000000004,8144,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,10,30,0.051000000000000004,8145,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.051000000000000004,8146,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine1,10,30,0.051000000000000004,8147,0.78,1.0,0.8158995815899582
BGP_testbed_2,spine2,10,30,0.051000000000000004,8148,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,10,30,0.051000000000000004,8149,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.051000000000000004,8150,0.64,1.0,0.6896551724137931
BGP_testbed_3,leaf1,10,30,0.051000000000000004,8151,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.051000000000000004,8152,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.051000000000000004,8153,1.0,1.0,1.0
BGP_testbed_3,leaf5,10,30,0.051000000000000004,8154,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.051000000000000004,8155,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.051000000000000004,8156,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.051000000000000004,8157,0.75,0.75,0.75
BGP_testbed_3,spine1,10,30,0.051000000000000004,8158,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.051000000000000004,8159,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.051000000000000004,8160,1.0,1.0,1.0
BGP_testbed_3,spine4,10,30,0.051000000000000004,8161,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.056,8162,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf2,10,30,0.056,8163,1.0,1.0,1.0
BGP_testbed_2,leaf3,10,30,0.056,8164,1.0,1.0,1.0
BGP_testbed_2,leaf5,10,30,0.056,8165,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf6,10,30,0.056,8166,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,10,30,0.056,8167,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.056,8168,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine1,10,30,0.056,8169,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine2,10,30,0.056,8170,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,10,30,0.056,8171,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.056,8172,0.64,1.0,0.6896551724137931
BGP_testbed_3,leaf1,10,30,0.056,8173,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.056,8174,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.056,8175,1.0,1.0,1.0
BGP_testbed_3,leaf5,10,30,0.056,8176,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.056,8177,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.056,8178,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.056,8179,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine1,10,30,0.056,8180,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.056,8181,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.056,8182,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine4,10,30,0.056,8183,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.061,8184,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf2,10,30,0.061,8185,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf3,10,30,0.061,8186,1.0,1.0,1.0
BGP_testbed_2,leaf5,10,30,0.061,8187,1.0,1.0,1.0
BGP_testbed_2,leaf6,10,30,0.061,8188,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,10,30,0.061,8189,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf8,10,30,0.061,8190,1.0,1.0,1.0
BGP_testbed_2,spine1,10,30,0.061,8191,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine2,10,30,0.061,8192,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,10,30,0.061,8193,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.061,8194,0.58,1.0,0.6331877729257641
BGP_testbed_3,leaf1,10,30,0.061,8195,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.061,8196,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf3,10,30,0.061,8197,1.0,1.0,1.0
BGP_testbed_3,leaf5,10,30,0.061,8198,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.061,8199,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.061,8200,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.061,8201,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine1,10,30,0.061,8202,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.061,8203,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.061,8204,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine4,10,30,0.061,8205,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.066,8206,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf2,10,30,0.066,8207,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf3,10,30,0.066,8208,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf5,10,30,0.066,8209,1.0,1.0,1.0
BGP_testbed_2,leaf6,10,30,0.066,8210,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,10,30,0.066,8211,1.0,1.0,1.0
BGP_testbed_2,leaf8,10,30,0.066,8212,1.0,1.0,1.0
BGP_testbed_2,spine1,10,30,0.066,8213,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine2,10,30,0.066,8214,0.58,1.0,0.6331877729257641
BGP_testbed_2,spine3,10,30,0.066,8215,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.066,8216,0.58,1.0,0.6331877729257641
BGP_testbed_3,leaf1,10,30,0.066,8217,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.066,8218,0.78,0.88,0.798139534883721
BGP_testbed_3,leaf3,10,30,0.066,8219,1.0,1.0,1.0
BGP_testbed_3,leaf5,10,30,0.066,8220,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.066,8221,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.066,8222,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.066,8223,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine1,10,30,0.066,8224,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.066,8225,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.066,8226,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine4,10,30,0.066,8227,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.07100000000000001,8228,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf2,10,30,0.07100000000000001,8229,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf3,10,30,0.07100000000000001,8230,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf5,10,30,0.07100000000000001,8231,1.0,1.0,1.0
BGP_testbed_2,leaf6,10,30,0.07100000000000001,8232,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,10,30,0.07100000000000001,8233,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf8,10,30,0.07100000000000001,8234,0.88,1.0,0.9016393442622952
BGP_testbed_2,spine1,10,30,0.07100000000000001,8235,0.58,1.0,0.6331877729257641
BGP_testbed_2,spine2,10,30,0.07100000000000001,8236,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine3,10,30,0.07100000000000001,8237,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.07100000000000001,8238,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf1,10,30,0.07100000000000001,8239,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.07100000000000001,8240,0.7,0.88,0.7298578199052134
BGP_testbed_3,leaf3,10,30,0.07100000000000001,8241,1.0,1.0,1.0
BGP_testbed_3,leaf5,10,30,0.07100000000000001,8242,1.0,1.0,1.0
BGP_testbed_3,leaf6,10,30,0.07100000000000001,8243,1.0,1.0,1.0
BGP_testbed_3,leaf7,10,30,0.07100000000000001,8244,1.0,1.0,1.0
BGP_testbed_3,leaf8,10,30,0.07100000000000001,8245,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine1,10,30,0.07100000000000001,8246,1.0,1.0,1.0
BGP_testbed_3,spine2,10,30,0.07100000000000001,8247,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine3,10,30,0.07100000000000001,8248,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine4,10,30,0.07100000000000001,8249,1.0,1.0,1.0
BGP_testbed_2,leaf1,10,30,0.076,8250,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf2,10,30,0.076,8251,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf3,10,30,0.076,8252,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf5,10,30,0.076,8253,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf6,10,30,0.076,8254,1.0,0.86,0.9684684684684686
BGP_testbed_2,leaf7,10,30,0.076,8255,0.88,1.0,0.9016393442622952
BGP_testbed_2,leaf8,10,30,0.076,8256,0.88,1.0,0.9016393442622952
BGP_testbed_2,spine1,10,30,0.076,8257,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine2,10,30,0.076,8258,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine3,10,30,0.076,8259,1.0,1.0,1.0
BGP_testbed_2,spine4,10,30,0.076,8260,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf1,10,30,0.076,8261,1.0,1.0,1.0
BGP_testbed_3,leaf2,10,30,0.076,8262,0.64,0.88,0.676923076923077
