dataset,node,window,R,k,id,precision,recall,fscore
BGP_testbed_2,leaf1,15,6.0,7,4510,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,15,6.0,7,4511,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf3,15,6.0,7,4512,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf5,15,6.0,7,4513,0.06,1.0,0.07389162561576355
BGP_testbed_2,leaf6,15,6.0,7,4514,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf7,15,6.0,7,4515,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,15,6.0,7,4516,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,15,6.0,7,4517,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,15,6.0,7,4518,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine3,15,6.0,7,4519,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine4,15,6.0,7,4520,0.07,1.0,0.085995085995086
BGP_testbed_3,leaf1,15,6.0,7,4521,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf2,15,6.0,7,4522,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf3,15,6.0,7,4523,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf5,15,6.0,7,4524,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf6,15,6.0,7,4525,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf7,15,6.0,7,4526,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf8,15,6.0,7,4527,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,15,6.0,7,4528,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine2,15,6.0,7,4529,0.1,1.0,0.12195121951219513
BGP_testbed_3,spine3,15,6.0,7,4530,0.1,1.0,0.12195121951219513
BGP_testbed_3,spine4,15,6.0,7,4531,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf1,15,6.0,8,4532,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,15,6.0,8,4533,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf3,15,6.0,8,4534,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,15,6.0,8,4535,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,6.0,8,4536,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf7,15,6.0,8,4537,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,15,6.0,8,4538,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,15,6.0,8,4539,0.05,1.0,0.0617283950617284
BGP_testbed_2,spine2,15,6.0,8,4540,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine3,15,6.0,8,4541,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine4,15,6.0,8,4542,0.07,1.0,0.085995085995086
BGP_testbed_3,leaf1,15,6.0,8,4543,0.12,1.0,0.14563106796116504
BGP_testbed_3,leaf2,15,6.0,8,4544,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf3,15,6.0,8,4545,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf5,15,6.0,8,4546,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf6,15,6.0,8,4547,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf7,15,6.0,8,4548,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf8,15,6.0,8,4549,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,15,6.0,8,4550,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine2,15,6.0,8,4551,0.1,1.0,0.12195121951219513
BGP_testbed_3,spine3,15,6.0,8,4552,0.11,1.0,0.13381995133819952
BGP_testbed_3,spine4,15,6.0,8,4553,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf1,15,6.0,9,4554,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,15,6.0,9,4555,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf3,15,6.0,9,4556,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,15,6.0,9,4557,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,6.0,9,4558,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf7,15,6.0,9,4559,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf8,15,6.0,9,4560,0.07,1.0,0.085995085995086
BGP_testbed_2,spine1,15,6.0,9,4561,0.05,1.0,0.0617283950617284
BGP_testbed_2,spine2,15,6.0,9,4562,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine3,15,6.0,9,4563,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine4,15,6.0,9,4564,0.07,1.0,0.085995085995086
BGP_testbed_3,leaf1,15,6.0,9,4565,0.09,1.0,0.1100244498777506
BGP_testbed_3,leaf2,15,6.0,9,4566,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf3,15,6.0,9,4567,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf5,15,6.0,9,4568,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf6,15,6.0,9,4569,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf7,15,6.0,9,4570,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf8,15,6.0,9,4571,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine1,15,6.0,9,4572,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine2,15,6.0,9,4573,0.1,1.0,0.12195121951219513
BGP_testbed_3,spine3,15,6.0,9,4574,0.11,1.0,0.13381995133819952
BGP_testbed_3,spine4,15,6.0,9,4575,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf1,15,7.0,2,4576,0.17,0.86,0.2024930747922438
BGP_testbed_2,leaf2,15,7.0,2,4577,0.16,0.71,0.18933333333333333
BGP_testbed_2,leaf3,15,7.0,2,4578,0.24,0.86,0.2804347826086957
BGP_testbed_2,leaf5,15,7.0,2,4579,0.19,0.86,0.22506887052341598
BGP_testbed_2,leaf6,15,7.0,2,4580,0.23,1.0,0.2718676122931442
BGP_testbed_2,leaf7,15,7.0,2,4581,0.23,0.86,0.2694822888283379
BGP_testbed_2,leaf8,15,7.0,2,4582,0.22,0.86,0.25846994535519124
BGP_testbed_2,spine1,15,7.0,2,4583,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine2,15,7.0,2,4584,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine3,15,7.0,2,4585,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine4,15,7.0,2,4586,0.22,1.0,0.26066350710900477
BGP_testbed_3,leaf1,15,7.0,2,4587,0.55,0.75,0.5809859154929577
BGP_testbed_3,leaf2,15,7.0,2,4588,0.26,0.75,0.29907975460122704
BGP_testbed_3,leaf3,15,7.0,2,4589,0.6,0.75,0.625
BGP_testbed_3,leaf5,15,7.0,2,4590,0.31,1.0,0.35962877030162416
BGP_testbed_3,leaf6,15,7.0,2,4591,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf7,15,7.0,2,4592,0.26,1.0,0.3051643192488263
BGP_testbed_3,leaf8,15,7.0,2,4593,0.35,1.0,0.40229885057471265
BGP_testbed_3,spine1,15,7.0,2,4594,0.28,1.0,0.3271028037383178
BGP_testbed_3,spine2,15,7.0,2,4595,0.25,1.0,0.29411764705882354
BGP_testbed_3,spine3,15,7.0,2,4596,0.31,1.0,0.35962877030162416
BGP_testbed_3,spine4,15,7.0,2,4597,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf1,15,7.0,3,4598,0.15,1.0,0.18072289156626503
BGP_testbed_2,leaf2,15,7.0,3,4599,0.12,1.0,0.14563106796116504
BGP_testbed_2,leaf3,15,7.0,3,4600,0.19,1.0,0.2267303102625298
BGP_testbed_2,leaf5,15,7.0,3,4601,0.14,1.0,0.16908212560386476
BGP_testbed_2,leaf6,15,7.0,3,4602,0.17,1.0,0.20383693045563553
BGP_testbed_2,leaf7,15,7.0,3,4603,0.14,1.0,0.16908212560386476
BGP_testbed_2,leaf8,15,7.0,3,4604,0.16,1.0,0.19230769230769232
BGP_testbed_2,spine1,15,7.0,3,4605,0.13,1.0,0.15738498789346247
BGP_testbed_2,spine2,15,7.0,3,4606,0.12,1.0,0.14563106796116504
BGP_testbed_2,spine3,15,7.0,3,4607,0.11,1.0,0.13381995133819952
BGP_testbed_2,spine4,15,7.0,3,4608,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf1,15,7.0,3,4609,0.5,0.75,0.5357142857142857
BGP_testbed_3,leaf2,15,7.0,3,4610,0.19,1.0,0.2267303102625298
BGP_testbed_3,leaf3,15,7.0,3,4611,0.37,0.88,0.4185089974293059
BGP_testbed_3,leaf5,15,7.0,3,4612,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf6,15,7.0,3,4613,0.21,1.0,0.24940617577197152
BGP_testbed_3,leaf7,15,7.0,3,4614,0.19,1.0,0.2267303102625298
BGP_testbed_3,leaf8,15,7.0,3,4615,0.18,1.0,0.21531100478468898
BGP_testbed_3,spine1,15,7.0,3,4616,0.18,1.0,0.21531100478468898
BGP_testbed_3,spine2,15,7.0,3,4617,0.17,1.0,0.20383693045563553
BGP_testbed_3,spine3,15,7.0,3,4618,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine4,15,7.0,3,4619,0.19,1.0,0.2267303102625298
BGP_testbed_2,leaf1,15,7.0,4,4620,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf2,15,7.0,4,4621,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf3,15,7.0,4,4622,0.16,1.0,0.19230769230769232
BGP_testbed_2,leaf5,15,7.0,4,4623,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf6,15,7.0,4,4624,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf7,15,7.0,4,4625,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf8,15,7.0,4,4626,0.1,1.0,0.12195121951219513
BGP_testbed_2,spine1,15,7.0,4,4627,0.07,1.0,0.085995085995086
BGP_testbed_2,spine2,15,7.0,4,4628,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine3,15,7.0,4,4629,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine4,15,7.0,4,4630,0.1,1.0,0.12195121951219513
BGP_testbed_3,leaf1,15,7.0,4,4631,0.54,0.88,0.5852216748768473
BGP_testbed_3,leaf2,15,7.0,4,4632,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf3,15,7.0,4,4633,0.22,1.0,0.26066350710900477
BGP_testbed_3,leaf5,15,7.0,4,4634,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf6,15,7.0,4,4635,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf7,15,7.0,4,4636,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf8,15,7.0,4,4637,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine1,15,7.0,4,4638,0.15,1.0,0.18072289156626503
BGP_testbed_3,spine2,15,7.0,4,4639,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine3,15,7.0,4,4640,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine4,15,7.0,4,4641,0.12,1.0,0.14563106796116504
BGP_testbed_2,leaf1,15,7.0,5,4642,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,15,7.0,5,4643,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,15,7.0,5,4644,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf5,15,7.0,5,4645,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,7.0,5,4646,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,15,7.0,5,4647,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf8,15,7.0,5,4648,0.09,1.0,0.1100244498777506
BGP_testbed_2,spine1,15,7.0,5,4649,0.07,1.0,0.085995085995086
BGP_testbed_2,spine2,15,7.0,5,4650,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,15,7.0,5,4651,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,15,7.0,5,4652,0.1,1.0,0.12195121951219513
BGP_testbed_3,leaf1,15,7.0,5,4653,0.41,0.88,0.45903307888040706
BGP_testbed_3,leaf2,15,7.0,5,4654,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,15,7.0,5,4655,0.19,1.0,0.2267303102625298
BGP_testbed_3,leaf5,15,7.0,5,4656,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf6,15,7.0,5,4657,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf7,15,7.0,5,4658,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,15,7.0,5,4659,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine1,15,7.0,5,4660,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine2,15,7.0,5,4661,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine3,15,7.0,5,4662,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine4,15,7.0,5,4663,0.12,1.0,0.14563106796116504
BGP_testbed_2,leaf1,15,7.0,6,4664,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,15,7.0,6,4665,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,15,7.0,6,4666,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf5,15,7.0,6,4667,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,7.0,6,4668,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,15,7.0,6,4669,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf8,15,7.0,6,4670,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine1,15,7.0,6,4671,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,15,7.0,6,4672,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,15,7.0,6,4673,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,15,7.0,6,4674,0.09,1.0,0.1100244498777506
BGP_testbed_3,leaf1,15,7.0,6,4675,0.33,0.88,0.37714285714285717
BGP_testbed_3,leaf2,15,7.0,6,4676,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,15,7.0,6,4677,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf5,15,7.0,6,4678,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf6,15,7.0,6,4679,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf7,15,7.0,6,4680,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf8,15,7.0,6,4681,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine1,15,7.0,6,4682,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine2,15,7.0,6,4683,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine3,15,7.0,6,4684,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine4,15,7.0,6,4685,0.12,1.0,0.14563106796116504
BGP_testbed_2,leaf1,15,7.0,7,4686,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,15,7.0,7,4687,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf3,15,7.0,7,4688,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf5,15,7.0,7,4689,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,7.0,7,4690,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,15,7.0,7,4691,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf8,15,7.0,7,4692,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine1,15,7.0,7,4693,0.07,1.0,0.085995085995086
BGP_testbed_2,spine2,15,7.0,7,4694,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,15,7.0,7,4695,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,15,7.0,7,4696,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,15,7.0,7,4697,0.26,1.0,0.3051643192488263
BGP_testbed_3,leaf2,15,7.0,7,4698,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf3,15,7.0,7,4699,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf5,15,7.0,7,4700,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf6,15,7.0,7,4701,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf7,15,7.0,7,4702,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,15,7.0,7,4703,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine1,15,7.0,7,4704,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine2,15,7.0,7,4705,0.11,1.0,0.13381995133819952
BGP_testbed_3,spine3,15,7.0,7,4706,0.11,1.0,0.13381995133819952
BGP_testbed_3,spine4,15,7.0,7,4707,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,15,7.0,8,4708,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf2,15,7.0,8,4709,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,15,7.0,8,4710,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf5,15,7.0,8,4711,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,7.0,8,4712,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,15,7.0,8,4713,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf8,15,7.0,8,4714,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine1,15,7.0,8,4715,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,15,7.0,8,4716,0.07,1.0,0.085995085995086
BGP_testbed_2,spine3,15,7.0,8,4717,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine4,15,7.0,8,4718,0.08,1.0,0.09803921568627451
BGP_testbed_3,leaf1,15,7.0,8,4719,0.13,1.0,0.15738498789346247
BGP_testbed_3,leaf2,15,7.0,8,4720,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf3,15,7.0,8,4721,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf5,15,7.0,8,4722,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf6,15,7.0,8,4723,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf7,15,7.0,8,4724,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,15,7.0,8,4725,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine1,15,7.0,8,4726,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine2,15,7.0,8,4727,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine3,15,7.0,8,4728,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine4,15,7.0,8,4729,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf1,15,7.0,9,4730,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf2,15,7.0,9,4731,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf3,15,7.0,9,4732,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf5,15,7.0,9,4733,0.07,1.0,0.085995085995086
BGP_testbed_2,leaf6,15,7.0,9,4734,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf7,15,7.0,9,4735,0.08,1.0,0.09803921568627451
BGP_testbed_2,leaf8,15,7.0,9,4736,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine1,15,7.0,9,4737,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine2,15,7.0,9,4738,0.06,1.0,0.07389162561576355
BGP_testbed_2,spine3,15,7.0,9,4739,0.07,1.0,0.085995085995086
BGP_testbed_2,spine4,15,7.0,9,4740,0.09,1.0,0.1100244498777506
BGP_testbed_3,leaf1,15,7.0,9,4741,0.11,1.0,0.13381995133819952
BGP_testbed_3,leaf2,15,7.0,9,4742,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf3,15,7.0,9,4743,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf5,15,7.0,9,4744,0.16,1.0,0.19230769230769232
BGP_testbed_3,leaf6,15,7.0,9,4745,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf7,15,7.0,9,4746,0.15,1.0,0.18072289156626503
BGP_testbed_3,leaf8,15,7.0,9,4747,0.14,1.0,0.16908212560386476
BGP_testbed_3,spine1,15,7.0,9,4748,0.13,1.0,0.15738498789346247
BGP_testbed_3,spine2,15,7.0,9,4749,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine3,15,7.0,9,4750,0.12,1.0,0.14563106796116504
BGP_testbed_3,spine4,15,7.0,9,4751,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf1,15,8.0,2,4752,0.19,0.86,0.22506887052341598
BGP_testbed_2,leaf2,15,8.0,2,4753,0.2,0.71,0.23355263157894735
BGP_testbed_2,leaf3,15,8.0,2,4754,0.28,0.71,0.31858974358974357
BGP_testbed_2,leaf5,15,8.0,2,4755,0.19,0.71,0.22260726072607262
BGP_testbed_2,leaf6,15,8.0,2,4756,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf7,15,8.0,2,4757,0.21,0.57,0.2403614457831325
BGP_testbed_2,leaf8,15,8.0,2,4758,0.24,0.71,0.2766233766233766
BGP_testbed_2,spine1,15,8.0,2,4759,0.25,1.0,0.29411764705882354
BGP_testbed_2,spine2,15,8.0,2,4760,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine3,15,8.0,2,4761,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine4,15,8.0,2,4762,0.27,0.86,0.3129380053908356
BGP_testbed_3,leaf1,15,8.0,2,4763,0.5,0.62,0.5201342281879194
BGP_testbed_3,leaf2,15,8.0,2,4764,0.32,0.75,0.3614457831325302
BGP_testbed_3,leaf3,15,8.0,2,4765,0.75,0.75,0.75
BGP_testbed_3,leaf5,15,8.0,2,4766,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf6,15,8.0,2,4767,0.32,0.88,0.3666666666666667
BGP_testbed_3,leaf7,15,8.0,2,4768,0.29,0.75,0.330547112462006
BGP_testbed_3,leaf8,15,8.0,2,4769,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine1,15,8.0,2,4770,0.32,1.0,0.37037037037037035
BGP_testbed_3,spine2,15,8.0,2,4771,0.28,1.0,0.3271028037383178
BGP_testbed_3,spine3,15,8.0,2,4772,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine4,15,8.0,2,4773,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf1,15,8.0,3,4774,0.21,1.0,0.24940617577197152
BGP_testbed_2,leaf2,15,8.0,3,4775,0.14,1.0,0.16908212560386476
BGP_testbed_2,leaf3,15,8.0,3,4776,0.23,1.0,0.2718676122931442
BGP_testbed_2,leaf5,15,8.0,3,4777,0.17,1.0,0.20383693045563553
BGP_testbed_2,leaf6,15,8.0,3,4778,0.21,1.0,0.24940617577197152
BGP_testbed_2,leaf7,15,8.0,3,4779,0.17,1.0,0.20383693045563553
BGP_testbed_2,leaf8,15,8.0,3,4780,0.19,0.86,0.22506887052341598
BGP_testbed_2,spine1,15,8.0,3,4781,0.16,1.0,0.19230769230769232
BGP_testbed_2,spine2,15,8.0,3,4782,0.16,1.0,0.19230769230769232
BGP_testbed_2,spine3,15,8.0,3,4783,0.15,1.0,0.18072289156626503
BGP_testbed_2,spine4,15,8.0,3,4784,0.19,1.0,0.2267303102625298
BGP_testbed_3,leaf1,15,8.0,3,4785,0.67,0.75,0.6846049046321526
BGP_testbed_3,leaf2,15,8.0,3,4786,0.27,1.0,0.31615925058548017
BGP_testbed_3,leaf3,15,8.0,3,4787,0.39,0.88,0.4388746803069054
BGP_testbed_3,leaf5,15,8.0,3,4788,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf6,15,8.0,3,4789,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf7,15,8.0,3,4790,0.22,1.0,0.26066350710900477
BGP_testbed_3,leaf8,15,8.0,3,4791,0.21,1.0,0.24940617577197152
BGP_testbed_3,spine1,15,8.0,3,4792,0.21,1.0,0.24940617577197152
BGP_testbed_3,spine2,15,8.0,3,4793,0.21,1.0,0.24940617577197152
BGP_testbed_3,spine3,15,8.0,3,4794,0.23,1.0,0.2718676122931442
BGP_testbed_3,spine4,15,8.0,3,4795,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf1,15,8.0,4,4796,0.13,1.0,0.15738498789346247
BGP_testbed_2,leaf2,15,8.0,4,4797,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf3,15,8.0,4,4798,0.18,1.0,0.21531100478468898
BGP_testbed_2,leaf5,15,8.0,4,4799,0.12,1.0,0.14563106796116504
BGP_testbed_2,leaf6,15,8.0,4,4800,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf7,15,8.0,4,4801,0.13,1.0,0.15738498789346247
BGP_testbed_2,leaf8,15,8.0,4,4802,0.12,1.0,0.14563106796116504
BGP_testbed_2,spine1,15,8.0,4,4803,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine2,15,8.0,4,4804,0.1,1.0,0.12195121951219513
BGP_testbed_2,spine3,15,8.0,4,4805,0.1,1.0,0.12195121951219513
BGP_testbed_2,spine4,15,8.0,4,4806,0.12,1.0,0.14563106796116504
BGP_testbed_3,leaf1,15,8.0,4,4807,0.64,0.88,0.676923076923077
BGP_testbed_3,leaf2,15,8.0,4,4808,0.22,1.0,0.26066350710900477
BGP_testbed_3,leaf3,15,8.0,4,4809,0.24,0.88,0.28085106382978725
BGP_testbed_3,leaf5,15,8.0,4,4810,0.2,1.0,0.23809523809523808
BGP_testbed_3,leaf6,15,8.0,4,4811,0.2,1.0,0.23809523809523808
BGP_testbed_3,leaf7,15,8.0,4,4812,0.19,1.0,0.2267303102625298
BGP_testbed_3,leaf8,15,8.0,4,4813,0.17,1.0,0.20383693045563553
BGP_testbed_3,spine1,15,8.0,4,4814,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine2,15,8.0,4,4815,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine3,15,8.0,4,4816,0.18,1.0,0.21531100478468898
BGP_testbed_3,spine4,15,8.0,4,4817,0.16,1.0,0.19230769230769232
BGP_testbed_2,leaf1,15,8.0,5,4818,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf2,15,8.0,5,4819,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf3,15,8.0,5,4820,0.12,1.0,0.14563106796116504
BGP_testbed_2,leaf5,15,8.0,5,4821,0.09,1.0,0.1100244498777506
BGP_testbed_2,leaf6,15,8.0,5,4822,0.1,1.0,0.12195121951219513
BGP_testbed_2,leaf7,15,8.0,5,4823,0.11,1.0,0.13381995133819952
BGP_testbed_2,leaf8,15,8.0,5,4824,0.1,1.0,0.12195121951219513
BGP_testbed_2,spine1,15,8.0,5,4825,0.07,1.0,0.085995085995086
BGP_testbed_2,spine2,15,8.0,5,4826,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine3,15,8.0,5,4827,0.08,1.0,0.09803921568627451
BGP_testbed_2,spine4,15,8.0,5,4828,0.11,1.0,0.13381995133819952
BGP_testbed_3,leaf1,15,8.0,5,4829,0.54,0.88,0.5852216748768473
BGP_testbed_3,leaf2,15,8.0,5,4830,0.21,1.0,0.24940617577197152
BGP_testbed_3,leaf3,15,8.0,5,4831,0.24,1.0,0.2830188679245283
BGP_testbed_3,leaf5,15,8.0,5,4832,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf6,15,8.0,5,4833,0.14,1.0,0.16908212560386476
BGP_testbed_3,leaf7,15,8.0,5,4834,0.17,1.0,0.20383693045563553
BGP_testbed_3,leaf8,15,8.0,5,4835,0.16,1.0,0.19230769230769232
BGP_testbed_3,spine1,15,8.0,5,4836,0.17,1.0,0.20383693045563553
BGP_testbed_3,spine2,15,8.0,5,4837,0.14,1.0,0.16908212560386476
