dataset,node,window,R,k,id,precision,recall,fscore
BGP_testbed_2,leaf6,45,14.0,3,26954,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf7,45,14.0,3,26955,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf8,45,14.0,3,26956,0.25,0.29,0.2570921985815603
BGP_testbed_2,spine1,45,14.0,3,26957,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,45,14.0,3,26958,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine3,45,14.0,3,26959,1.0,0.86,0.9684684684684686
BGP_testbed_2,spine4,45,14.0,3,26960,0.75,0.43,0.6528340080971661
BGP_testbed_3,leaf1,45,14.0,3,26961,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,3,26962,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf3,45,14.0,3,26963,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,14.0,3,26964,1.0,0.25,0.625
BGP_testbed_3,leaf6,45,14.0,3,26965,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,14.0,3,26966,1.0,0.25,0.625
BGP_testbed_3,leaf8,45,14.0,3,26967,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,45,14.0,3,26968,0.78,0.88,0.798139534883721
BGP_testbed_3,spine2,45,14.0,3,26969,0.83,0.62,0.7773413897280965
BGP_testbed_3,spine3,45,14.0,3,26970,0.75,0.75,0.75
BGP_testbed_3,spine4,45,14.0,3,26971,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,45,14.0,4,26972,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf2,45,14.0,4,26973,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,14.0,4,26974,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf5,45,14.0,4,26975,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf6,45,14.0,4,26976,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf7,45,14.0,4,26977,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,45,14.0,4,26978,0.33,0.43,0.3460975609756098
BGP_testbed_2,spine1,45,14.0,4,26979,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine2,45,14.0,4,26980,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine3,45,14.0,4,26981,1.0,1.0,1.0
BGP_testbed_2,spine4,45,14.0,4,26982,0.75,0.43,0.6528340080971661
BGP_testbed_3,leaf1,45,14.0,4,26983,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,4,26984,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf3,45,14.0,4,26985,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,14.0,4,26986,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,14.0,4,26987,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,14.0,4,26988,0.67,0.25,0.5014970059880239
BGP_testbed_3,leaf8,45,14.0,4,26989,0.83,0.62,0.7773413897280965
BGP_testbed_3,spine1,45,14.0,4,26990,0.88,0.88,0.88
BGP_testbed_3,spine2,45,14.0,4,26991,0.88,0.88,0.88
BGP_testbed_3,spine3,45,14.0,4,26992,0.75,0.75,0.75
BGP_testbed_3,spine4,45,14.0,4,26993,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,45,14.0,5,26994,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf2,45,14.0,5,26995,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf3,45,14.0,5,26996,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf5,45,14.0,5,26997,0.5,0.43,0.4842342342342343
BGP_testbed_2,leaf6,45,14.0,5,26998,0.67,0.57,0.6472881355932204
BGP_testbed_2,leaf7,45,14.0,5,26999,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,45,14.0,5,27000,0.38,0.43,0.38904761904761903
BGP_testbed_2,spine1,45,14.0,5,27001,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine2,45,14.0,5,27002,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine3,45,14.0,5,27003,1.0,1.0,1.0
BGP_testbed_2,spine4,45,14.0,5,27004,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,45,14.0,5,27005,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,5,27006,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf3,45,14.0,5,27007,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,14.0,5,27008,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,14.0,5,27009,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,14.0,5,27010,0.8,0.5,0.7142857142857143
BGP_testbed_3,leaf8,45,14.0,5,27011,0.8,0.5,0.7142857142857143
BGP_testbed_3,spine1,45,14.0,5,27012,0.78,0.88,0.798139534883721
BGP_testbed_3,spine2,45,14.0,5,27013,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,45,14.0,5,27014,0.75,0.75,0.75
BGP_testbed_3,spine4,45,14.0,5,27015,1.0,0.5,0.8333333333333334
BGP_testbed_2,leaf1,45,14.0,6,27016,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,45,14.0,6,27017,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,14.0,6,27018,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf5,45,14.0,6,27019,0.38,0.43,0.38904761904761903
BGP_testbed_2,leaf6,45,14.0,6,27020,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf7,45,14.0,6,27021,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf8,45,14.0,6,27022,0.4,0.57,0.4253731343283582
BGP_testbed_2,spine1,45,14.0,6,27023,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine2,45,14.0,6,27024,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,45,14.0,6,27025,1.0,1.0,1.0
BGP_testbed_2,spine4,45,14.0,6,27026,0.6,0.43,0.5560344827586208
BGP_testbed_3,leaf1,45,14.0,6,27027,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,6,27028,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf3,45,14.0,6,27029,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,14.0,6,27030,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,14.0,6,27031,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,14.0,6,27032,0.8,0.5,0.7142857142857143
BGP_testbed_3,leaf8,45,14.0,6,27033,0.56,0.62,0.5710526315789475
BGP_testbed_3,spine1,45,14.0,6,27034,0.67,1.0,0.7173447537473233
BGP_testbed_3,spine2,45,14.0,6,27035,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,45,14.0,6,27036,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine4,45,14.0,6,27037,1.0,0.75,0.9375
BGP_testbed_2,leaf1,45,14.0,7,27038,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,45,14.0,7,27039,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,14.0,7,27040,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf5,45,14.0,7,27041,0.38,0.43,0.38904761904761903
BGP_testbed_2,leaf6,45,14.0,7,27042,0.71,0.71,0.71
BGP_testbed_2,leaf7,45,14.0,7,27043,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf8,45,14.0,7,27044,0.44,0.57,0.4610294117647059
BGP_testbed_2,spine1,45,14.0,7,27045,0.71,0.71,0.71
BGP_testbed_2,spine2,45,14.0,7,27046,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine3,45,14.0,7,27047,0.86,0.86,0.86
BGP_testbed_2,spine4,45,14.0,7,27048,0.67,0.57,0.6472881355932204
BGP_testbed_3,leaf1,45,14.0,7,27049,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,7,27050,0.83,0.62,0.7773413897280965
BGP_testbed_3,leaf3,45,14.0,7,27051,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,14.0,7,27052,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,14.0,7,27053,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,14.0,7,27054,1.0,0.75,0.9375
BGP_testbed_3,leaf8,45,14.0,7,27055,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine1,45,14.0,7,27056,0.67,1.0,0.7173447537473233
BGP_testbed_3,spine2,45,14.0,7,27057,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,45,14.0,7,27058,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine4,45,14.0,7,27059,1.0,0.75,0.9375
BGP_testbed_2,leaf1,45,14.0,8,27060,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf2,45,14.0,8,27061,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf3,45,14.0,8,27062,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf5,45,14.0,8,27063,0.44,0.57,0.4610294117647059
BGP_testbed_2,leaf6,45,14.0,8,27064,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf7,45,14.0,8,27065,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf8,45,14.0,8,27066,0.5,0.57,0.5125899280575539
BGP_testbed_2,spine1,45,14.0,8,27067,0.56,0.71,0.5847058823529412
BGP_testbed_2,spine2,45,14.0,8,27068,0.86,0.86,0.86
BGP_testbed_2,spine3,45,14.0,8,27069,0.78,1.0,0.8158995815899582
BGP_testbed_2,spine4,45,14.0,8,27070,0.67,0.57,0.6472881355932204
BGP_testbed_3,leaf1,45,14.0,8,27071,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,8,27072,0.62,0.62,0.62
BGP_testbed_3,leaf3,45,14.0,8,27073,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,45,14.0,8,27074,1.0,0.75,0.9375
BGP_testbed_3,leaf6,45,14.0,8,27075,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf7,45,14.0,8,27076,0.86,0.75,0.8354922279792746
BGP_testbed_3,leaf8,45,14.0,8,27077,0.58,0.88,0.622439024390244
BGP_testbed_3,spine1,45,14.0,8,27078,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine2,45,14.0,8,27079,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,45,14.0,8,27080,0.5,0.75,0.5357142857142857
BGP_testbed_3,spine4,45,14.0,8,27081,1.0,0.75,0.9375
BGP_testbed_2,leaf1,45,14.0,9,27082,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf2,45,14.0,9,27083,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf3,45,14.0,9,27084,0.71,0.71,0.71
BGP_testbed_2,leaf5,45,14.0,9,27085,0.42,0.71,0.457361963190184
BGP_testbed_2,leaf6,45,14.0,9,27086,0.71,0.71,0.71
BGP_testbed_2,leaf7,45,14.0,9,27087,0.67,0.57,0.6472881355932204
BGP_testbed_2,leaf8,45,14.0,9,27088,0.57,0.57,0.57
BGP_testbed_2,spine1,45,14.0,9,27089,0.5,0.71,0.531437125748503
BGP_testbed_2,spine2,45,14.0,9,27090,0.67,0.86,0.7009732360097324
BGP_testbed_2,spine3,45,14.0,9,27091,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine4,45,14.0,9,27092,0.67,0.57,0.6472881355932204
BGP_testbed_3,leaf1,45,14.0,9,27093,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,14.0,9,27094,0.6,0.75,0.625
BGP_testbed_3,leaf3,45,14.0,9,27095,0.86,0.75,0.8354922279792746
BGP_testbed_3,leaf5,45,14.0,9,27096,0.86,0.75,0.8354922279792746
BGP_testbed_3,leaf6,45,14.0,9,27097,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf7,45,14.0,9,27098,0.83,0.62,0.7773413897280965
BGP_testbed_3,leaf8,45,14.0,9,27099,0.58,0.88,0.622439024390244
BGP_testbed_3,spine1,45,14.0,9,27100,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,45,14.0,9,27101,0.7,0.88,0.7298578199052134
BGP_testbed_3,spine3,45,14.0,9,27102,0.46,0.75,0.49855491329479773
BGP_testbed_3,spine4,45,14.0,9,27103,1.0,0.88,0.9734513274336285
BGP_testbed_2,leaf1,45,15.0,2,27104,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,45,15.0,2,27105,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf3,45,15.0,2,27106,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf5,45,15.0,2,27107,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,45,15.0,2,27108,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,45,15.0,2,27109,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,45,15.0,2,27110,0.0,0.0,
BGP_testbed_2,spine1,45,15.0,2,27111,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine2,45,15.0,2,27112,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine3,45,15.0,2,27113,0.75,0.43,0.6528340080971661
BGP_testbed_2,spine4,45,15.0,2,27114,0.5,0.29,0.4367469879518072
BGP_testbed_3,leaf1,45,15.0,2,27115,,0.0,
BGP_testbed_3,leaf2,45,15.0,2,27116,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,45,15.0,2,27117,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,15.0,2,27118,1.0,0.25,0.625
BGP_testbed_3,leaf6,45,15.0,2,27119,0.5,0.12,0.30612244897959184
BGP_testbed_3,leaf7,45,15.0,2,27120,1.0,0.25,0.625
BGP_testbed_3,leaf8,45,15.0,2,27121,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,45,15.0,2,27122,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine2,45,15.0,2,27123,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine3,45,15.0,2,27124,0.86,0.75,0.8354922279792746
BGP_testbed_3,spine4,45,15.0,2,27125,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,45,15.0,3,27126,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf2,45,15.0,3,27127,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf3,45,15.0,3,27128,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf5,45,15.0,3,27129,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,45,15.0,3,27130,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf7,45,15.0,3,27131,0.5,0.14,0.33018867924528306
BGP_testbed_2,leaf8,45,15.0,3,27132,0.25,0.29,0.2570921985815603
BGP_testbed_2,spine1,45,15.0,3,27133,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine2,45,15.0,3,27134,0.8,0.57,0.7402597402597402
BGP_testbed_2,spine3,45,15.0,3,27135,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,45,15.0,3,27136,0.75,0.43,0.6528340080971661
BGP_testbed_3,leaf1,45,15.0,3,27137,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,3,27138,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf3,45,15.0,3,27139,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,15.0,3,27140,1.0,0.25,0.625
BGP_testbed_3,leaf6,45,15.0,3,27141,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf7,45,15.0,3,27142,1.0,0.25,0.625
BGP_testbed_3,leaf8,45,15.0,3,27143,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,45,15.0,3,27144,0.78,0.88,0.798139534883721
BGP_testbed_3,spine2,45,15.0,3,27145,0.83,0.62,0.7773413897280965
BGP_testbed_3,spine3,45,15.0,3,27146,0.75,0.75,0.75
BGP_testbed_3,spine4,45,15.0,3,27147,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,45,15.0,4,27148,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf2,45,15.0,4,27149,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf3,45,15.0,4,27150,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf5,45,15.0,4,27151,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf6,45,15.0,4,27152,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf7,45,15.0,4,27153,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,45,15.0,4,27154,0.33,0.43,0.3460975609756098
BGP_testbed_2,spine1,45,15.0,4,27155,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine2,45,15.0,4,27156,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine3,45,15.0,4,27157,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,45,15.0,4,27158,0.75,0.43,0.6528340080971661
BGP_testbed_3,leaf1,45,15.0,4,27159,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,4,27160,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf3,45,15.0,4,27161,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,15.0,4,27162,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,15.0,4,27163,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,15.0,4,27164,1.0,0.25,0.625
BGP_testbed_3,leaf8,45,15.0,4,27165,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine1,45,15.0,4,27166,0.88,0.88,0.88
BGP_testbed_3,spine2,45,15.0,4,27167,0.8,0.5,0.7142857142857143
BGP_testbed_3,spine3,45,15.0,4,27168,0.75,0.75,0.75
BGP_testbed_3,spine4,45,15.0,4,27169,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,45,15.0,5,27170,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf2,45,15.0,5,27171,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,15.0,5,27172,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf5,45,15.0,5,27173,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf6,45,15.0,5,27174,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf7,45,15.0,5,27175,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,45,15.0,5,27176,0.38,0.43,0.38904761904761903
BGP_testbed_2,spine1,45,15.0,5,27177,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine2,45,15.0,5,27178,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine3,45,15.0,5,27179,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,45,15.0,5,27180,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,45,15.0,5,27181,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,5,27182,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf3,45,15.0,5,27183,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,15.0,5,27184,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,15.0,5,27185,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,15.0,5,27186,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf8,45,15.0,5,27187,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine1,45,15.0,5,27188,0.78,0.88,0.798139534883721
BGP_testbed_3,spine2,45,15.0,5,27189,0.75,0.75,0.75
BGP_testbed_3,spine3,45,15.0,5,27190,0.75,0.75,0.75
BGP_testbed_3,spine4,45,15.0,5,27191,1.0,0.5,0.8333333333333334
BGP_testbed_2,leaf1,45,15.0,6,27192,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf2,45,15.0,6,27193,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,15.0,6,27194,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf5,45,15.0,6,27195,0.4,0.29,0.37179487179487175
BGP_testbed_2,leaf6,45,15.0,6,27196,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf7,45,15.0,6,27197,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf8,45,15.0,6,27198,0.33,0.43,0.3460975609756098
BGP_testbed_2,spine1,45,15.0,6,27199,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,45,15.0,6,27200,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine3,45,15.0,6,27201,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,45,15.0,6,27202,0.6,0.43,0.5560344827586208
BGP_testbed_3,leaf1,45,15.0,6,27203,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,6,27204,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf3,45,15.0,6,27205,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,15.0,6,27206,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,15.0,6,27207,1.0,0.75,0.9375
BGP_testbed_3,leaf7,45,15.0,6,27208,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,45,15.0,6,27209,0.62,0.62,0.62
BGP_testbed_3,spine1,45,15.0,6,27210,0.78,0.88,0.798139534883721
BGP_testbed_3,spine2,45,15.0,6,27211,0.83,0.62,0.7773413897280965
BGP_testbed_3,spine3,45,15.0,6,27212,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine4,45,15.0,6,27213,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,45,15.0,7,27214,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,45,15.0,7,27215,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,15.0,7,27216,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf5,45,15.0,7,27217,0.43,0.43,0.43
BGP_testbed_2,leaf6,45,15.0,7,27218,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf7,45,15.0,7,27219,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf8,45,15.0,7,27220,0.38,0.43,0.38904761904761903
BGP_testbed_2,spine1,45,15.0,7,27221,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine2,45,15.0,7,27222,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine3,45,15.0,7,27223,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,45,15.0,7,27224,0.67,0.57,0.6472881355932204
BGP_testbed_3,leaf1,45,15.0,7,27225,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,7,27226,0.83,0.62,0.7773413897280965
BGP_testbed_3,leaf3,45,15.0,7,27227,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,45,15.0,7,27228,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,15.0,7,27229,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf7,45,15.0,7,27230,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf8,45,15.0,7,27231,0.67,0.75,0.6846049046321526
BGP_testbed_3,spine1,45,15.0,7,27232,0.78,0.88,0.798139534883721
BGP_testbed_3,spine2,45,15.0,7,27233,0.88,0.88,0.88
BGP_testbed_3,spine3,45,15.0,7,27234,0.75,0.75,0.75
BGP_testbed_3,spine4,45,15.0,7,27235,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,45,15.0,8,27236,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf2,45,15.0,8,27237,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,45,15.0,8,27238,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf5,45,15.0,8,27239,0.38,0.43,0.38904761904761903
BGP_testbed_2,leaf6,45,15.0,8,27240,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf7,45,15.0,8,27241,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf8,45,15.0,8,27242,0.5,0.57,0.5125899280575539
BGP_testbed_2,spine1,45,15.0,8,27243,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine2,45,15.0,8,27244,0.86,0.86,0.86
BGP_testbed_2,spine3,45,15.0,8,27245,0.86,0.86,0.86
BGP_testbed_2,spine4,45,15.0,8,27246,0.67,0.57,0.6472881355932204
BGP_testbed_3,leaf1,45,15.0,8,27247,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,8,27248,0.71,0.62,0.6899686520376176
BGP_testbed_3,leaf3,45,15.0,8,27249,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,45,15.0,8,27250,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,15.0,8,27251,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf7,45,15.0,8,27252,1.0,0.75,0.9375
BGP_testbed_3,leaf8,45,15.0,8,27253,0.55,0.75,0.5809859154929577
BGP_testbed_3,spine1,45,15.0,8,27254,0.64,0.88,0.676923076923077
BGP_testbed_3,spine2,45,15.0,8,27255,0.78,0.88,0.798139534883721
BGP_testbed_3,spine3,45,15.0,8,27256,0.75,0.75,0.75
BGP_testbed_3,spine4,45,15.0,8,27257,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,45,15.0,9,27258,0.8,0.57,0.7402597402597402
BGP_testbed_2,leaf2,45,15.0,9,27259,0.75,0.43,0.6528340080971661
BGP_testbed_2,leaf3,45,15.0,9,27260,0.71,0.71,0.71
BGP_testbed_2,leaf5,45,15.0,9,27261,0.3,0.43,0.3193069306930693
BGP_testbed_2,leaf6,45,15.0,9,27262,0.83,0.71,0.8028610354223432
BGP_testbed_2,leaf7,45,15.0,9,27263,0.67,0.57,0.6472881355932204
BGP_testbed_2,leaf8,45,15.0,9,27264,0.57,0.57,0.57
BGP_testbed_2,spine1,45,15.0,9,27265,0.83,0.71,0.8028610354223432
BGP_testbed_2,spine2,45,15.0,9,27266,0.67,0.86,0.7009732360097324
BGP_testbed_2,spine3,45,15.0,9,27267,0.86,0.86,0.86
BGP_testbed_2,spine4,45,15.0,9,27268,0.67,0.57,0.6472881355932204
BGP_testbed_3,leaf1,45,15.0,9,27269,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,45,15.0,9,27270,0.56,0.62,0.5710526315789475
BGP_testbed_3,leaf3,45,15.0,9,27271,0.8,0.5,0.7142857142857143
BGP_testbed_3,leaf5,45,15.0,9,27272,1.0,0.62,0.8908045977011495
BGP_testbed_3,leaf6,45,15.0,9,27273,1.0,0.88,0.9734513274336285
BGP_testbed_3,leaf7,45,15.0,9,27274,0.8,0.5,0.7142857142857143
BGP_testbed_3,leaf8,45,15.0,9,27275,0.55,0.75,0.5809859154929577
BGP_testbed_3,spine1,45,15.0,9,27276,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine2,45,15.0,9,27277,0.7,0.88,0.7298578199052134
BGP_testbed_3,spine3,45,15.0,9,27278,0.6,0.75,0.625
BGP_testbed_3,spine4,45,15.0,9,27279,1.0,0.75,0.9375
BGP_testbed_2,leaf1,45,16.0,2,27280,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,45,16.0,2,27281,0.67,0.29,0.5308743169398906
BGP_testbed_2,leaf3,45,16.0,2,27282,0.5,0.14,0.33018867924528306
BGP_testbed_2,leaf5,45,16.0,2,27283,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,45,16.0,2,27284,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,45,16.0,2,27285,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,45,16.0,2,27286,0.0,0.0,
BGP_testbed_2,spine1,45,16.0,2,27287,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine2,45,16.0,2,27288,1.0,0.14,0.44871794871794873
